,SPFfor_Step1,SPFfor_Step2,SPFfor_Step3,SPFfor_Step4,SPFfor_Step5,IARfor_Step1,IARfor_Step2,IARfor_Step3,IARfor_Step4,IARfor_Step5,NCfor_Step1,NCfor_Step2,NCfor_Step3,NCfor_Step4,NCfor_Step5,DARfor_Step1,DARfor_Step2,DARfor_Step3,DARfor_Step4,DARfor_Step5,DARMfor_Step1,DARMfor_Step2,DARMfor_Step3,DARMfor_Step4,DARMfor_Step5,Realiz1,Realiz2,Realiz3,Realiz4,Realiz5
1990:04,-1.377588519,0.768119373,1.900635862,2.676396577,2.337827011,2.585766324,2.87906952,3.2377417,3.035577313,3.020312922,1.792873349,1.219822777,2.095762512,0.500588659,2.501039482,2.585766324,2.869676131,3.218840814,3.062529589,2.96016629,#N/A,#N/A,#N/A,#N/A,#N/A,-2.131429859,-1.582843213,-3.8744461,-3.938332234,-3.591403071
1991:01,-1.876893029,-0.915210659,0.785869669,2.943423817,2.227798667,1.252128485,2.831148846,3.001646474,3.252670875,3.052814077,-2.131429859,1.792873349,1.219822777,2.095762512,0.500588659,1.252128485,2.730933713,3.10327252,3.247376758,3.12588938,#N/A,#N/A,#N/A,#N/A,#N/A,-2.810920677,-2.792065486,-3.034884421,-3.034884421,-1.858372498
1991:02,-0.193845351,0.193939337,0.144656718,0.793922094,2.636393529,0.869617496,2.30687169,2.907089212,3.039796789,3.256534399,-2.810920677,-2.131429859,1.792873349,1.219822777,2.095762512,0.869617496,1.816564696,2.962314332,3.170165885,3.222266137,#N/A,#N/A,#N/A,#N/A,#N/A,0.417713419,-0.503399374,1.712052773,1.479885904,3.15460451
1991:03,2.740908347,1.856552394,1.656683004,1.307093105,2.444461105,1.895979035,2.044215525,2.6356626,2.930591045,3.051670526,0.417713419,-2.810920677,-2.131429859,1.792873349,1.219822777,1.895979035,1.597780572,2.533077238,3.011586464,3.127875271,#N/A,#N/A,#N/A,#N/A,#N/A,2.370935152,1.830349597,1.226250267,1.4078167,2.035119355
1991:04,1.504882732,2.486766887,2.816024734,2.925209487,2.47156216,2.560166215,2.39216906,2.419073892,2.738155285,2.937864333,2.370935152,0.417713419,-2.810920677,-2.131429859,1.792873349,2.560166215,2.172211563,2.273371238,2.832933174,3.004339279,#N/A,#N/A,#N/A,#N/A,#N/A,0.296460794,0.436685071,0.55581346,0.575881361,1.403847736
1992:01,0.609653862,2.172042011,2.842119209,3.021767306,3.212518603,1.646803041,2.624094292,2.558718656,2.538705282,2.770104922,0.296460794,2.370935152,0.417713419,-2.810920677,-2.131429859,1.646803041,2.586906166,2.455938785,2.26552251,2.835839673,#N/A,#N/A,#N/A,#N/A,#N/A,1.978355502,2.941902276,2.941902276,3.125639562,4.872529695
1992:02,2.901087976,2.309579193,2.998945836,3.171687789,3.120852747,2.220207931,2.137881194,2.645691164,2.614622174,2.576884154,1.978355502,0.296460794,2.370935152,0.417713419,-2.810920677,2.220207931,2.187835947,2.610969045,2.451664435,2.40159981,#N/A,#N/A,#N/A,#N/A,#N/A,1.385975012,1.543624038,2.833354866,2.379383168,4.410568093
1992:03,2.109356763,3.370376855,3.058874661,3.423920946,2.761413719,1.929131998,2.306492603,2.316471291,2.652987252,2.633386574,1.385975012,1.978355502,0.296460794,2.370935152,0.417713419,1.929131998,2.323059987,2.29457165,2.599277691,2.528350882,#N/A,#N/A,#N/A,#N/A,#N/A,2.650421534,3.419664005,3.407985727,3.522089245,4.01173575
1992:04,1.885457613,2.410542834,3.09486456,3.224480025,2.672575118,2.354222813,2.120707434,2.337276022,2.381419045,2.655452095,2.650421534,1.385975012,1.978355502,0.296460794,2.370935152,2.354222813,2.146310436,2.350294711,2.280370699,2.616242506,#N/A,#N/A,#N/A,#N/A,#N/A,3.790272211,4.710374575,5.729148178,5.746531678,4.238579472
1993:01,2.988869702,2.414665487,3.171223754,3.030241919,2.760138325,2.87569481,2.252914098,2.188277489,2.348258493,2.405038555,3.790272211,2.650421534,1.385975012,1.978355502,0.296460794,2.87569481,2.258589747,2.182219124,2.363310656,2.287745448,#N/A,#N/A,#N/A,#N/A,#N/A,1.799303336,0.731339189,1.15899402,1.15899402,0.668280718
1993:02,2.675491528,2.942254772,2.838560985,2.315084381,3.129152449,2.121428461,2.545724147,2.218263524,2.212109942,2.352176663,1.799303336,3.790272211,2.650421534,1.385975012,1.978355502,2.121428461,2.514520228,2.244703696,2.214588024,2.35194801,#N/A,#N/A,#N/A,#N/A,#N/A,1.577275689,1.895888635,2.393460931,2.393460931,2.349686436
1993:03,3.107590551,3.29378867,3.313108406,3.262981519,2.846682575,1.843983137,2.23865304,2.42667393,2.206412004,2.220515822,1.577275689,1.799303336,3.790272211,2.650421534,1.385975012,1.843983137,2.258191732,2.444734453,2.236927745,2.233925002,#N/A,#N/A,#N/A,#N/A,#N/A,2.844372809,2.868394618,2.690574749,2.330560394,1.921996328
1993:04,3.500823026,3.201141999,3.34342887,3.398723105,3.3310348,2.450588435,1.938549973,2.281312246,2.383721765,2.202358434,2.844372809,1.577275689,1.799303336,3.790272211,2.650421534,2.450588435,1.971993256,2.271507575,2.399867245,2.233666816,#N/A,#N/A,#N/A,#N/A,#N/A,5.870052943,6.971189299,6.259218703,4.680633795,5.552744941
1994:01,3.215514132,2.8777639,2.690345531,3.064217587,2.855036904,3.643264499,2.298102478,1.97208067,2.296836361,2.368225041,5.870052943,2.844372809,1.577275689,1.799303336,3.790272211,3.643264499,2.273387961,2.069367061,2.282389837,2.360689494,#N/A,#N/A,#N/A,#N/A,#N/A,2.581260437,3.34510902,3.34510902,2.458543649,3.934993921
1994:02,3.701172616,3.255682386,2.487114517,2.900956757,2.641772824,2.414723902,2.780320317,2.239055018,1.983969696,2.302485743,2.581260437,5.870052943,2.844372809,1.577275689,1.799303336,2.414723902,2.732894486,2.220281303,2.101505866,2.294839828,#N/A,#N/A,#N/A,#N/A,#N/A,3.70748828,4.090876079,4.090876079,4.950677569,5.533353063
1994:03,2.599973647,3.087693428,2.650694309,2.981914368,2.987450495,2.894840223,2.349814689,2.445904777,2.216189946,1.988185205,3.70748828,2.581260437,5.870052943,2.844372809,1.577275689,2.894840223,2.335661965,2.325687684,2.192793756,2.108865808,#N/A,#N/A,#N/A,#N/A,#N/A,3.438203352,4.041712167,3.571903598,3.524922673,2.358605686
1994:04,3.20003713,2.588945106,2.82705501,3.062412101,2.746093655,2.792568696,2.577978627,2.3245157,2.316309194,2.207335855,3.438203352,3.70748828,2.581260437,5.870052943,2.844372809,2.792568696,2.569067772,2.307112698,2.231436908,2.187994869,#N/A,#N/A,#N/A,#N/A,#N/A,4.53190959,5.072294608,3.157428022,2.927088869,4.662841453
1995:01,3.000002628,2.800353063,2.408829164,2.507973817,2.408940986,3.302084442,2.538192948,2.454430345,2.314655177,2.266087201,4.53190959,3.438203352,3.70748828,2.581260437,5.870052943,3.302084442,2.547268994,2.455112252,2.283532945,2.076948814,#N/A,#N/A,#N/A,#N/A,#N/A,2.819269598,2.699059288,0.424942356,0.90609162,1.426766095
1995:02,1.758652467,2.671211033,2.382161081,2.351252956,2.334521224,2.625602599,2.815746485,2.437970601,2.406257332,2.310811943,2.819269598,4.53190959,3.438203352,3.70748828,2.581260437,2.625602599,2.789833432,2.461144677,2.404667678,2.275410964,#N/A,#N/A,#N/A,#N/A,#N/A,0.527539017,1.300604759,0.748247703,0.304657003,1.195812754
1995:03,2.080262671,2.279215383,2.227261187,2.49416113,2.549167389,1.892474054,2.537025213,2.616396295,2.398483664,2.387474074,0.527539017,2.819269598,4.53190959,3.438203352,3.70748828,1.892474054,2.536208022,2.55079747,2.453701802,2.290823088,#N/A,#N/A,#N/A,#N/A,#N/A,4.204813608,3.246225728,3.800671284,3.039041044,3.445750043
1995:04,2.299992337,2.762414583,2.789888294,2.120902396,2.419511584,3.384210279,2.416116195,2.500949749,2.534770237,2.382926075,4.204813608,0.527539017,2.819269598,4.53190959,3.438203352,3.384210279,2.394264553,2.50795499,2.46979046,2.247211449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.485493484,0.260001045,2.225700804,2.745285695
1996:01,1.301775612,2.628724726,2.781472803,2.741221093,2.67770602,#N/A,3.03197397,2.617005677,2.486205628,2.501346523,#N/A,4.204813608,0.527539017,2.819269598,4.53190959,#N/A,2.589620903,2.216343854,2.281296588,2.307982176,#N/A,#N/A,#N/A,#N/A,#N/A,2.809316402,1.996877619,1.771375794,3.334284563,3.030816124
1996:02,2.927431075,2.06291434,2.452528033,2.662237565,2.31521699,2.583000756,#N/A,2.880779827,2.694074692,2.480180343,2.809316402,#N/A,4.204813608,0.527539017,2.819269598,2.583000756,#N/A,2.852216372,2.554282805,2.071157821,#N/A,#N/A,#N/A,#N/A,#N/A,4.221186138,4.676044905,5.965140514,6.055543956,6.838623024
1996:03,2.542367252,2.289143526,2.377334968,2.581919822,2.578291428,3.381993811,2.499928644,#N/A,2.815881155,2.723641362,4.221186138,2.809316402,#N/A,4.204813608,0.527539017,3.381993811,2.456625095,#N/A,2.990025353,2.80952722,#N/A,#N/A,#N/A,#N/A,#N/A,2.170479478,2.093833013,1.03198021,2.0836993,3.635944506
1996:04,2.100006745,2.367579968,1.864751672,2.381127432,2.332909748,2.355680541,3.011342143,2.469435942,#N/A,2.788024006,2.170479478,4.221186138,2.809316402,#N/A,4.204813608,2.355680541,3.445096144,2.394116707,#N/A,2.511893637,#N/A,#N/A,#N/A,#N/A,#N/A,4.717212086,3.817853608,4.307639195,4.230754648,4.218637842
1997:01,2.238649494,2.445495547,2.076500665,2.136726352,2.733969598,3.74770338,2.446792192,2.847633951,2.458243198,#N/A,4.717212086,2.170479478,4.221186138,2.809316402,#N/A,3.74770338,2.459012916,2.936148289,2.95197069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.611032213,4.886573389,4.21556083,4.21556083,2.610018175
1997:02,2.477022025,2.365901044,2.07068199,1.897725842,1.883488992,4.158639768,3.475691742,2.491615547,2.775327862,2.454134755,5.611032213,4.717212086,2.170479478,4.221186138,2.809316402,4.158639768,3.406467068,2.494702762,2.415261185,2.452889894,#N/A,#N/A,#N/A,#N/A,#N/A,2.163326979,3.307109427,3.953080874,5.145321204,6.813045661
1997:03,2.562178017,2.502618086,2.022805551,2.008133202,1.79369653,3.184589056,3.959716768,3.266858373,2.513666878,2.743391951,2.163326979,5.611032213,4.717212086,2.170479478,4.221186138,3.184589056,4.028784377,3.376229494,2.647866312,2.317355693,#N/A,#N/A,#N/A,#N/A,#N/A,3.520602335,3.074091229,4.193443545,3.99212623,5.098467064
1997:04,2.654169258,2.812768057,2.312406516,2.37613684,2.273656395,3.341018918,2.89707758,3.637544648,3.143226993,2.524515267,3.520602335,2.163326979,5.611032213,4.717212086,2.170479478,3.341018918,2.719291538,3.563440174,2.606013508,2.661754434,#N/A,#N/A,#N/A,#N/A,#N/A,4.298256515,3.710079058,2.95370901,3.011875063,3.47908947
1998:01,2.517141595,2.49927204,2.567550143,2.125275329,2.096759922,3.614970685,3.308114932,3.03928896,3.489779188,3.066322097,4.298256515,3.520602335,2.163326979,5.611032213,4.717212086,3.614970685,3.274590192,2.86185364,3.021676865,2.334853527,#N/A,#N/A,#N/A,#N/A,#N/A,4.241671117,5.548673479,5.548673479,6.536666464,4.059451798
1998:02,2.436302895,1.853041803,2.411358639,2.360957528,1.870677566,3.692133618,3.56565388,3.263901353,3.021321117,3.381894403,4.241671117,4.298256515,3.520602335,2.163326979,5.611032213,3.692133618,3.593759164,3.177873385,2.949711908,2.535421225,#N/A,#N/A,#N/A,#N/A,#N/A,1.416765252,1.828961853,2.132695996,2.920236182,3.754465389
1998:03,2.098818526,2.127736526,2.051004961,2.314343748,2.008508144,3.174495654,3.589569876,3.427274061,3.240878107,3.049072795,1.416765252,4.241671117,4.298256515,3.520602335,2.163326979,3.174495654,3.58137931,3.28706164,3.09462818,2.991208648,#N/A,#N/A,#N/A,#N/A,#N/A,3.28839653,3.671503167,3.779415697,3.445651112,5.106043526
1998:04,2.445553788,3.062442681,2.289264945,2.48261892,2.157463179,2.656599832,2.560488382,3.434503929,3.365353577,3.224161208,3.28839653,1.416765252,4.241671117,4.298256515,3.520602335,2.656599832,2.268680594,3.273723523,3.122105512,2.915933122,#N/A,#N/A,#N/A,#N/A,#N/A,5.584777765,6.00940769,5.943184449,5.590468005,6.621581886
1999:01,3.000003171,1.67771142,2.281019363,2.289995534,2.609504125,3.891568625,2.9239346,2.866526025,3.352646405,3.31732423,5.584777765,3.28839653,1.416765252,4.241671117,4.298256515,3.891568625,3.061669008,2.731946964,3.148139422,2.83197478,#N/A,#N/A,#N/A,#N/A,#N/A,4.491725084,4.335663901,3.53544293,3.061801396,3.831078173
1999:02,3.200031048,2.666965698,1.678659133,2.057602625,2.270391435,3.964463396,3.920589886,2.806416727,2.790315361,3.288289643,4.491725084,5.584777765,3.28839653,1.416765252,4.241671117,3.964463396,3.998457795,3.053224727,3.014841292,2.861950916,#N/A,#N/A,#N/A,#N/A,#N/A,2.287523215,1.876205816,2.459943834,1.737897214,3.381069591
1999:03,3.300105143,2.785895194,1.930272651,2.068310286,2.499978638,2.983525425,3.489454878,3.471003862,2.854868828,2.853889715,2.287523215,4.491725084,5.584777765,3.28839653,1.416765252,2.983525425,3.404285031,3.590794112,3.04450235,3.15677052,#N/A,#N/A,#N/A,#N/A,#N/A,4.82367441,5.675933516,5.701381388,4.653118001,5.399095762
1999:04,3.739431663,3.000073448,2.676946782,2.403293684,2.059119904,3.117191141,2.717460875,3.252598964,3.349156486,2.832641045,4.82367441,2.287523215,4.491725084,5.584777765,3.28839653,3.117191141,2.64876047,3.130737017,3.362573359,3.022492789,#N/A,#N/A,#N/A,#N/A,#N/A,5.797983396,7.28100605,8.251986384,8.289635987,6.734675016
2000:01,3.160784547,2.254294545,1.901070793,1.833711986,2.400024179,4.354923349,3.616591635,2.801355367,3.086248549,3.192407507,5.797983396,4.82367441,2.287523215,4.491725084,5.584777765,4.354923349,3.67741192,2.771439453,3.107746629,3.12254446,#N/A,#N/A,#N/A,#N/A,#N/A,5.390483358,4.827357727,2.345235354,2.559577588,1.466685885
2000:02,4.200761927,3.106759735,3.047102109,2.803241839,2.99999076,4.803894737,4.145006324,3.256386289,2.765353474,2.991425067,5.390483358,5.797983396,4.82367441,2.287523215,4.491725084,4.803894737,4.046423104,3.303094113,2.773288878,3.056320301,#N/A,#N/A,#N/A,#N/A,#N/A,5.189534585,5.646798517,5.694192239,4.847507187,7.480433252
2000:03,3.398435333,3.602506289,3.272662587,2.956529912,2.499971327,4.175831183,4.190371125,3.74272067,3.330663985,2.774598502,5.189534585,5.390483358,5.797983396,4.82367441,2.287523215,4.175831183,3.993152401,3.454462497,3.360724827,2.767788072,#N/A,#N/A,#N/A,#N/A,#N/A,2.744868492,2.189684088,1.337184099,0.566065078,0.401492929
2000:04,3.248622404,3.221358386,3.091378494,2.89631858,3.391331926,3.845985712,4.067524095,3.914980955,3.622123103,3.250102706,2.744868492,5.189534585,5.390483358,5.797983396,4.82367441,3.845985712,4.001429536,3.478437412,3.576775318,3.300228032,#N/A,#N/A,#N/A,#N/A,#N/A,1.373149464,1.037149003,1.905454159,1.093546676,2.399960626
2001:01,0.845083762,3.314566671,2.979367945,2.587898014,2.849161883,2.567467761,3.252887524,3.764129691,3.69912279,3.499610399,1.373149464,2.744868492,5.189534585,5.390483358,5.797983396,2.567467761,3.128462287,3.56560947,3.693087766,3.405019862,#N/A,#N/A,#N/A,#N/A,#N/A,1.981836739,1.32208187,-0.60012891,-0.60012891,-1.290615505
2001:02,1.238777311,2.15913504,3.196775522,2.700216503,2.567753033,2.390351069,2.618895663,3.443336332,3.67162369,3.584055245,1.981836739,1.373149464,2.744868492,5.189534585,5.390483358,2.390351069,2.663718008,3.282093922,3.742774888,3.498575615,#N/A,#N/A,#N/A,#N/A,#N/A,0.734781552,0.308890018,-1.585304269,-1.585304269,2.507485542
2001:03,1.220310306,1.961675026,3.34582739,3.334548571,3.212562549,2.267371766,2.718895268,2.93063426,3.31528957,3.568446365,0.734781552,1.981836739,1.373149464,2.744868492,5.189534585,2.267371766,2.831046979,3.167782099,3.247527006,3.602325254,#N/A,#N/A,#N/A,#N/A,#N/A,-0.354922331,-1.333506404,-0.291204449,-1.279002295,-1.593230414
2001:04,-1.935773186,2.770328038,2.614823856,3.651043569,3.200041851,1.62587196,2.353957451,2.894475087,3.010660995,3.343203285,-0.354922331,0.734781552,1.981836739,1.373149464,2.744868492,1.62587196,2.42229125,3.186779929,3.071063162,3.291973501,#N/A,#N/A,#N/A,#N/A,#N/A,0.223593317,1.651303579,2.744869636,2.007907794,1.115740863
2002:01,1.424525119,0.090470928,2.713933377,3.096927292,3.671323724,1.139802018,1.814380211,2.776842239,3.016127874,3.106361989,0.223593317,-0.354922331,0.734781552,1.981836739,1.373149464,1.139802018,1.960821089,3.004446619,3.121314363,3.170940596,#N/A,#N/A,#N/A,#N/A,#N/A,5.835608916,5.040226056,5.040226056,3.413169569,3.353394303
2002:02,2.499978561,2.644399794,2.354194639,2.989007742,3.565886096,3.797458045,1.782778471,2.401105446,2.867109362,3.087278267,5.835608916,0.223593317,-0.354922331,0.734781552,1.981836739,3.797458045,2.035383305,2.794441497,2.879691229,3.212865792,#N/A,#N/A,#N/A,#N/A,#N/A,1.059377538,1.253284285,1.253284285,2.386604584,2.48647823
2002:03,2.400024479,3.228234873,3.898534439,3.641755536,3.911690581,2.367681706,3.291228022,2.183377208,2.564116141,2.994335388,1.059377538,5.835608916,0.223593317,-0.354922331,0.734781552,2.367681706,3.845881803,2.724620811,2.636712292,3.087792505,#N/A,#N/A,#N/A,#N/A,#N/A,3.136611966,4.028636913,3.358529058,2.599419549,1.621352536
2002:04,1.3295932,2.633569495,3.416138789,3.238536213,4.006630439,2.574012475,2.767531081,3.165492072,2.453656057,2.75810238,3.136611966,1.059377538,5.835608916,0.223593317,-0.354922331,2.574012475,2.357012069,3.284911427,2.6038985,3.085497446,#N/A,#N/A,#N/A,#N/A,#N/A,0.744245776,1.381818518,1.285723297,0.737404455,0.524243332
2003:01,2.169163129,2.566042574,3.439493493,3.501441073,3.353750664,2.668839688,2.903688648,2.889734715,3.13426214,2.626485405,0.744245776,3.136611966,1.059377538,5.835608916,0.223593317,2.668839688,3.002400978,2.793038564,3.421631278,2.973774595,#N/A,#N/A,#N/A,#N/A,#N/A,1.598023647,1.428020716,1.927770342,1.706568619,2.08258167
2003:02,1.800010731,2.735463723,3.051603445,3.0512029,3.611671262,2.182805619,2.253342711,2.84214322,2.927083099,3.12650534,1.598023647,0.744245776,3.136611966,1.059377538,5.835608916,2.182805619,2.17949822,2.979858527,2.743113036,3.101989061,#N/A,#N/A,#N/A,#N/A,#N/A,2.370023476,3.280814587,4.107187409,3.671289861,3.622508081
2003:03,3.536767515,3.364368351,3.434148678,3.276944201,3.656626873,2.385408636,2.373596208,2.646571552,2.908295245,2.938497668,2.370023476,1.598023647,0.744245776,3.136611966,1.059377538,2.385408636,2.446891274,2.705040144,2.982903126,2.950008272,#N/A,#N/A,#N/A,#N/A,#N/A,7.154640986,8.203365475,7.40604698,7.246379894,6.837691076
2003:04,4.000008635,3.863494263,3.356007559,3.560567203,4.164852864,4.146184094,2.594458323,2.556932579,2.625494094,2.908439088,7.154640986,2.370023476,1.598023647,0.744245776,3.136611966,4.146184094,2.67256814,2.749098985,2.634236413,2.966854231,#N/A,#N/A,#N/A,#N/A,#N/A,4.023840447,4.141685543,4.185280121,3.570053726,4.696042092
2004:01,4.448870624,3.949087726,3.849520992,4.015199766,3.82406379,4.590927741,4.064926596,2.649017454,2.645712471,2.719254903,4.023840447,7.154640986,2.370023476,1.598023647,0.744245776,4.590927741,4.068715331,2.773617559,2.729095201,2.86480359,#N/A,#N/A,#N/A,#N/A,#N/A,4.157593435,4.489241711,4.251787864,3.84912739,2.309675319
2004:02,4.497044396,4.275938569,3.874885334,3.848259396,3.406760776,3.5350265,3.632443226,3.486581465,2.707937708,2.710119078,4.157593435,4.023840447,7.154640986,2.370023476,1.598023647,3.5350265,3.347454022,3.263371902,2.770044485,2.869722653,#N/A,#N/A,#N/A,#N/A,#N/A,3.044196332,3.300659552,3.497490084,4.042343655,3.152201887
2004:03,3.484981291,4.12820437,3.939291555,3.674619032,3.598099609,3.44512448,3.400290181,3.56169229,3.31809694,2.734259652,3.044196332,4.157593435,4.023840447,7.154640986,2.370023476,3.44512448,3.35420132,3.025024924,3.34237082,2.827016084,#N/A,#N/A,#N/A,#N/A,#N/A,3.711302777,4.001297413,3.974146696,3.101545048,3.818053771
2004:04,3.699998664,4.015104609,4.01290648,4.08179882,3.78451277,3.253173664,3.104309778,3.210820601,3.296145464,3.166358385,3.711302777,3.044196332,4.157593435,4.023840447,7.154640986,3.253173664,3.006846968,3.024658543,3.029882335,2.846334254,#N/A,#N/A,#N/A,#N/A,#N/A,3.1473036,3.848278389,3.304145477,2.614216745,4.152274693
2005:01,3.716546272,3.366773687,3.763736452,3.801071668,3.649170115,3.373119468,3.276845876,3.149058378,3.134072142,3.21724649,3.1473036,3.711302777,3.044196332,4.157593435,4.023840447,3.373119468,3.267706433,2.980426051,3.037885652,2.985320531,#N/A,#N/A,#N/A,#N/A,#N/A,3.087610315,3.804562913,3.402105163,3.072836854,4.516678152
2005:02,3.000007215,3.664674534,3.433444963,3.693669681,3.954840749,3.279536055,3.166409509,3.144672705,3.057869848,3.068440234,3.087610315,3.1473036,3.711302777,3.044196332,4.157593435,3.279536055,3.097102248,3.028881535,2.991192349,2.961124591,#N/A,#N/A,#N/A,#N/A,#N/A,3.413980345,3.309598981,3.264493519,2.812687066,1.961749097
2005:03,4.200024409,3.500659212,3.315192604,3.429571432,3.342993476,3.35646406,3.10102311,3.189305264,3.123088723,3.051332732,3.413980345,3.087610315,3.1473036,3.711302777,3.044196332,3.35646406,3.053235446,3.046148943,3.064526822,2.977138047,#N/A,#N/A,#N/A,#N/A,#N/A,3.804502183,4.142483654,4.183397102,4.461998905,3.180157409
2005:04,3.199975116,3.599986161,3.433713457,3.38982065,3.367427935,3.349125663,3.229202046,3.115623076,3.132407628,3.078790736,3.804502183,3.413980345,3.087610315,3.1473036,3.711302777,3.349125663,3.169227001,3.027796455,3.058056511,2.991105614,#N/A,#N/A,#N/A,#N/A,#N/A,1.118719793,1.652664582,1.76412265,1.193642999,2.290022176
2006:01,4.397042522,3.723751315,3.258477182,3.233045762,3.573320258,3.188768692,3.411525421,3.181637283,3.066606503,3.126963436,1.118719793,3.804502183,3.413980345,3.087610315,3.1473036,3.188768692,3.399083842,3.042869953,3.034721376,3.035449744,#N/A,#N/A,#N/A,#N/A,#N/A,4.817834865,5.580805306,4.820432229,4.818556108,5.506013099
2006:02,3.399998315,3.352517626,3.271093093,3.355203951,3.379132932,2.951100949,2.59131421,3.278815938,3.133177858,3.059424765,4.817834865,1.118719793,3.804502183,3.413980345,3.087610315,2.951100949,2.48106374,3.111514803,3.075086971,3.020215069,#N/A,#N/A,#N/A,#N/A,#N/A,2.457735866,2.558563251,2.442262767,2.679556682,0.984980719
2006:03,2.727461623,3.099613657,3.001213614,3.204302639,3.252510863,3.942297775,3.771872692,3.126509731,3.270786259,3.107621097,2.457735866,4.817834865,1.118719793,3.804502183,3.413980345,3.942297775,3.811891132,3.001908851,3.185895837,3.011528608,#N/A,#N/A,#N/A,#N/A,#N/A,1.582882278,1.960136335,1.065549084,0.795867494,0.603395678
2006:04,2.483747621,2.872493598,3.000002214,3.242420597,3.198841539,2.889748448,3.079249934,3.270567665,3.027885261,3.226576061,1.582882278,2.457735866,4.817834865,1.118719793,3.804502183,2.889748448,3.021869475,3.354011238,2.979041275,3.070536911,#N/A,#N/A,#N/A,#N/A,#N/A,3.473366565,2.45154754,2.090874781,1.503886732,3.417105458
2007:01,2.566229603,2.71628567,2.869805522,2.887505452,3.282672055,2.903599357,2.715003541,3.478108418,3.482344689,3.174852438,3.473366565,1.582882278,2.457735866,4.817834865,1.118719793,2.903599357,2.727492831,3.202663556,3.506979791,3.168064783,#N/A,#N/A,#N/A,#N/A,#N/A,1.260145824,0.601589354,0.049320521,1.205963967,1.18185565
2007:02,2.399998653,2.733815282,2.855584116,2.728719189,3.023552242,2.766659142,3.304216594,3.081499668,3.238783501,3.347189531,1.260145824,3.473366565,1.582882278,2.457735866,4.817834865,2.766659142,3.330300594,3.179153328,3.16912821,3.191204007,#N/A,#N/A,#N/A,#N/A,#N/A,3.382238985,3.821335748,4.788808159,3.21674066,2.577685088
2007:03,2.500001718,2.600001367,3.000195199,2.944806148,2.970381807,2.317623333,2.534564928,3.167023898,3.061333685,3.345405743,3.382238985,1.260145824,3.473366565,1.582882278,2.457735866,2.317623333,2.557533742,3.257366286,3.077243516,3.251741371,#N/A,#N/A,#N/A,#N/A,#N/A,3.895902294,4.907204238,4.757392255,3.594879939,2.430397502
2007:04,1.538180601,2.663353112,2.863853526,3.177206871,2.899534314,3.381752836,3.100820684,2.981827795,3.274085697,3.166537332,3.895902294,3.382238985,1.260145824,3.473366565,1.582882278,3.381752836,3.170017961,3.194389145,3.287908486,3.30781581,#N/A,#N/A,#N/A,#N/A,#N/A,0.636220552,0.577630722,-0.171921701,2.1216049,2.459901792
2008:01,0.673074549,2.18502735,2.679332271,2.913204874,3.062097244,3.385676713,3.359758163,2.832614836,2.95075084,3.241828813,0.636220552,3.895902294,3.382238985,1.260145824,3.473366565,3.385676713,3.344575068,3.10051056,2.994590021,3.223422912,#N/A,#N/A,#N/A,#N/A,#N/A,0.597443745,0.873707877,-0.723876484,-0.725372848,-1.618787269
2008:02,0.205122916,1.325508843,2.302346347,2.92047936,3.000967411,2.13294321,2.407716974,3.207668603,3.055877742,3.087014443,0.597443745,0.636220552,3.895902294,3.382238985,1.260145824,2.13294321,2.371048788,3.103270115,3.125205456,3.293771162,#N/A,#N/A,#N/A,#N/A,#N/A,1.888551389,2.825258614,1.456239258,0.595062035,2.309763796
2008:03,1.153543927,1.699644239,2.759190157,2.689235378,2.667885132,2.399109413,2.312162057,3.08840768,3.188291913,2.990496657,1.888551389,0.597443745,0.636220552,3.895902294,3.382238985,2.399109413,2.389301906,3.030848921,3.190701397,3.097611922,#N/A,#N/A,#N/A,#N/A,#N/A,-0.252161565,-0.510641601,-2.677072102,-3.995878292,-2.090695299
2008:04,-2.935429644,0.710998119,1.836997047,2.819257605,2.788065403,2.610584186,2.693575142,2.723519597,2.867777168,3.142206656,-0.252161565,1.888551389,0.597443745,0.636220552,3.895902294,2.610584186,2.7465996,3.026100394,2.740813016,3.096967432,#N/A,#N/A,#N/A,#N/A,#N/A,-3.803667045,-6.342410313,-5.372817176,-6.772151063,-8.451625477
2009:01,-5.189226764,-1.096758884,1.574503373,2.271331355,3.122742497,0.563346708,2.160869512,2.845991384,2.815819975,3.037684683,-3.803667045,-0.252161565,1.888551389,0.597443745,0.636220552,0.563346708,2.158433723,2.680177251,2.650206955,3.022972057,#N/A,#N/A,#N/A,#N/A,#N/A,-6.143679685,-6.428555226,-4.867855473,-6.666314102,-4.581185244
2009:02,-1.528323882,-1.750378304,0.837025365,2.11124998,2.522027752,-3.560217031,0.634811952,2.811678293,2.93191876,2.931045549,-6.143679685,-3.803667045,-0.252161565,1.888551389,0.597443745,-3.560217031,0.939164786,2.824241253,2.829059217,3.029288006,#N/A,#N/A,#N/A,#N/A,#N/A,-1.017340613,-0.737580034,-0.702597055,-0.689975804,-0.675156279
