,SPFfor_Step1,SPFfor_Step2,SPFfor_Step3,SPFfor_Step4,SPFfor_Step5,IARfor_Step1,IARfor_Step2,IARfor_Step3,IARfor_Step4,IARfor_Step5,NCfor_Step1,NCfor_Step2,NCfor_Step3,NCfor_Step4,NCfor_Step5,DARfor_Step1,DARfor_Step2,DARfor_Step3,DARfor_Step4,DARfor_Step5,DARMfor_Step1,DARMfor_Step2,DARMfor_Step3,DARMfor_Step4,DARMfor_Step5,Realiz1,Realiz2,Realiz3,Realiz4,Realiz5
1972:01,5.917185753,6.402905528,5.546686407,5.247383703,6.205202147,4.601741529,3.493125614,3.523367928,3.66843536,3.108680674,6.073969758,2.846797355,3.667307006,6.424379838,-3.31245306,4.601741529,3.508108534,2.453001318,2.953802027,4.338097676,#N/A,#N/A,#N/A,#N/A,#N/A,5.265261027,6.515217941,4.82811502,6.364380993,7.562131203
1972:02,7.047946903,6.541888818,5.80946871,6.446714354,5.918085474,4.310000625,3.99505075,3.568071552,3.517233231,3.618588043,5.265261027,6.073969758,2.846797355,3.667307006,6.424379838,4.310000625,3.755111374,3.185150571,3.462190944,3.167571386,#N/A,#N/A,#N/A,#N/A,#N/A,8.9482501,9.394130577,9.486612506,8.398578139,9.39721231
1972:03,6.235199536,6.32861184,6.290101577,6.318437189,5.482333388,5.969593062,3.912147213,3.745039444,3.598304932,3.514742165,8.9482501,5.265261027,6.073969758,2.846797355,3.667307006,5.969593062,3.804510815,4.102567768,3.674731725,3.48527828,#N/A,#N/A,#N/A,#N/A,#N/A,5.945196796,6.372125647,5.77264619,5.97745232,3.831442461
1972:04,6.726375381,5.64631144,5.887960363,5.675076631,5.243604732,4.749112777,4.750966725,3.746446491,3.642012242,3.610501154,5.945196796,8.9482501,5.265261027,6.073969758,2.846797355,4.749112777,4.485168031,3.29613137,3.063820518,3.647388484,#N/A,#N/A,#N/A,#N/A,#N/A,8.44490765,8.018379523,8.065369878,8.316632337,6.864670296
1973:01,5.521177614,5.906123565,5.717083658,5.685447443,5.040395329,5.950827993,4.261741427,4.252403067,3.677434317,3.599555745,8.44490765,5.945196796,8.9482501,5.265261027,6.073969758,5.950827993,4.181576474,3.977699128,3.280580406,3.26868823,#N/A,#N/A,#N/A,#N/A,#N/A,7.860872706,8.637771575,9.455722956,9.455722956,10.2759811
1973:02,5.229112657,5.537791494,5.645791573,5.442240319,4.883843529,5.571989057,4.952986451,4.063151003,4.04843101,3.648691653,7.860872706,8.44490765,5.945196796,8.9482501,5.265261027,5.571989057,4.674063657,3.976647061,2.834964687,3.370622001,#N/A,#N/A,#N/A,#N/A,#N/A,2.580983832,2.43357091,2.22778719,2.22778719,4.428536298
1973:03,2.744104118,3.865678369,4.162541237,4.318502239,4.359357526,3.903026011,4.857580043,4.553765944,3.982230866,3.964982088,2.580983832,7.860872706,8.44490765,5.945196796,8.9482501,3.903026011,4.794831145,4.350419198,3.421933862,3.086365719,#N/A,#N/A,#N/A,#N/A,#N/A,3.546144537,3.398581621,1.633992384,2.663780261,-2.092766958
1973:04,1.434957873,1.552933744,3.12938246,3.34523372,4.194724309,4.03983893,4.284807225,4.634597874,4.394044178,3.949258135,3.546144537,2.580983832,7.860872706,8.44490765,5.945196796,4.03983893,4.29949185,4.464833082,3.340129641,3.554670229,#N/A,#N/A,#N/A,#N/A,#N/A,1.337933868,1.578256129,2.351570346,1.43098792,3.851728754
1974:01,-2.092942397,-0.305194295,2.345729303,3.643499099,4.034761329,3.324121536,4.193108324,4.395058546,4.565000421,4.330142044,1.337933868,3.546144537,2.580983832,7.860872706,8.44490765,3.324121536,4.138777379,4.453654129,3.718707641,3.234340168,#N/A,#N/A,#N/A,#N/A,#N/A,-5.835111432,-6.997799418,-6.997799418,-3.869789629,-3.389637729
1974:02,-0.323980641,-0.53312085,-0.55563848,2.722801042,3.107381248,1.257969664,3.887352528,4.240691419,4.426897078,4.543277584,-5.835111432,1.337933868,3.546144537,2.580983832,7.860872706,1.257969664,3.74492868,4.582924042,4.679880829,3.768495041,#N/A,#N/A,#N/A,#N/A,#N/A,-1.198667914,-1.627539043,-1.627539043,-3.08459999,0.953694588
1974:03,0.342559504,1.869665502,2.250940535,2.071694958,3.525812542,1.3431726,1.320470256,4.047070139,4.255463781,4.436091455,-1.198667914,-5.835111432,1.337933868,3.546144537,2.580983832,1.3431726,1.362023833,3.695522892,4.379521917,4.580016193,#N/A,#N/A,#N/A,#N/A,#N/A,-2.870282586,-1.920481873,-2.280593719,-2.563449201,-3.731788544
1974:04,-4.322560182,1.197345698,3.643649328,3.741445163,2.655712048,-0.936100807,1.446832731,2.140402815,4.092361886,4.260049919,-2.870282586,-1.198667914,-5.835111432,1.337933868,3.546144537,-0.936100807,1.480961425,2.266627847,4.605283773,4.346605542,#N/A,#N/A,#N/A,#N/A,#N/A,-9.099668599,-8.963869809,-7.512816062,-6.810330142,-1.543624176
1975:01,-5.482003914,-1.748660538,2.680184079,3.858666121,4.004536679,-1.238134032,2.569526007,5.181089506,5.68550647,4.105205443,-9.099668599,-2.870282586,-1.198667914,-5.835111432,1.337933868,-1.238134032,2.774354339,5.121818157,6.06575022,4.445248212,#N/A,#N/A,#N/A,#N/A,#N/A,-10.36675366,-11.41621848,-9.882166407,-9.602622236,-4.780085555
1975:02,-0.870878267,-0.491849566,1.298183206,2.596459726,5.404984319,-5.095993629,0.568326784,2.736214207,4.992161185,4.56666048,-10.36675366,-9.099668599,-2.870282586,-1.198667914,-5.835111432,-5.095993629,1.039707772,4.018576365,5.66706388,5.330590218,#N/A,#N/A,#N/A,#N/A,#N/A,-0.30733746,1.858974283,5.626998386,6.441680864,2.891213399
1975:03,5.818073821,4.268583846,3.265306596,3.08056768,#N/A,-1.858435136,-5.041828286,-0.017832911,3.957257741,4.719300149,-0.30733746,-10.36675366,-9.099668599,-2.870282586,-1.198667914,-1.858435136,-4.605858849,0.019671742,4.931687447,4.53957608,#N/A,#N/A,#N/A,#N/A,#N/A,11.15842986,11.93734578,11.39937972,11.39804935,7.024007919
1975:04,5.495688671,5.995837753,5.276495326,4.90059,5.026380435,7.654330059,-0.119492948,-3.026368334,3.971772456,4.575093808,11.15842986,-0.30733746,-10.36675366,-9.099668599,-2.870282586,7.654330059,-0.705453105,-1.682396884,4.555221749,4.847870961,#N/A,#N/A,#N/A,#N/A,#N/A,5.399387988,4.984430271,3.315053397,3.015405537,5.497462008
1976:01,5.272230734,5.3986126,6.975215833,5.623615308,5.662750978,9.288311059,5.806791741,3.946792678,0.286903277,4.728280973,5.399387988,11.15842986,-0.30733746,-10.36675366,-9.099668599,9.288311059,9.816973123,3.671856616,1.926630186,5.138207678,#N/A,#N/A,#N/A,#N/A,#N/A,7.503790411,9.191935471,8.797922549,9.298668355,9.302155647
1976:02,5.119002418,5.868302694,5.454204171,6.065514122,6.011017136,12.07974894,13.02038496,4.832676268,5.065818728,1.63967274,7.503790411,5.399387988,11.15842986,-0.30733746,-10.36675366,12.07974894,13.34301397,11.76412717,2.620501597,5.083083839,#N/A,#N/A,#N/A,#N/A,#N/A,4.370589719,4.470049476,5.028436502,4.042348314,2.964541617
1976:03,5.370930854,5.701930934,5.835082777,5.132939625,5.654094797,3.362424601,7.98550679,8.604560975,4.319073413,4.836722471,4.370589719,7.503790411,5.399387988,11.15842986,-0.30733746,3.362424601,7.722873591,7.300877953,3.841063089,3.479232895,#N/A,#N/A,#N/A,#N/A,#N/A,3.929630798,3.929630798,3.893578846,2.708470613,2.21474043
1976:04,4.652015957,5.494790988,5.584054954,5.577136568,5.646934033,2.026364969,1.845168139,3.282477084,3.838449949,4.04827606,3.929630798,4.370589719,7.503790411,5.399387988,11.15842986,2.026364969,1.444841961,1.875375354,0.662102898,2.82086692,#N/A,#N/A,#N/A,#N/A,#N/A,2.95628825,2.603245151,1.157911502,2.370969994,2.933335446
1977:01,3.642059537,5.780015777,5.477528088,4.972752021,5.012216852,3.376070348,3.022301889,2.828587372,4.680821266,4.953893448,2.95628825,3.929630798,4.370589719,7.503790411,5.399387988,3.376070348,4.012350833,3.957762928,3.837991952,3.013920581,#N/A,#N/A,#N/A,#N/A,#N/A,5.222676724,7.536710529,7.261402049,8.850186589,4.807902408
1977:02,6.088704829,7.444637024,4.872427533,4.714110185,4.718734089,2.18283878,1.599335178,1.251956308,1.080337786,3.446153008,5.222676724,2.95628825,3.929630798,4.370589719,7.503790411,2.18283878,1.249202541,1.479869411,1.496210295,2.400686607,#N/A,#N/A,#N/A,#N/A,#N/A,6.434979091,6.147522168,5.880348935,4.796248739,8.008397338
1977:03,4.730140386,6.146767532,6.324345033,5.713642609,4.717462109,3.9930683,2.645651402,2.303306604,2.002948422,1.92737014,6.434979091,5.222676724,2.95628825,3.929630798,4.370589719,3.9930683,3.311780823,2.930181396,3.20427122,3.243399345,#N/A,#N/A,#N/A,#N/A,#N/A,3.81069653,5.115205708,5.669313869,6.997373531,7.41507564
1977:04,4.572705593,5.175354142,5.362249339,5.500380653,5.104421094,4.46126422,4.478229532,3.187842478,2.646306448,2.465590815,3.81069653,6.434979091,5.222676724,2.95628825,3.929630798,4.46126422,4.609816908,3.708176872,3.202715549,2.122993744,#N/A,#N/A,#N/A,#N/A,#N/A,4.22137847,3.854402142,3.192520833,2.204266355,0.00633568
1978:01,4.247206536,4.649760988,4.653292172,5.493149668,5.190942239,5.509803215,5.330240128,5.373122948,3.32767663,2.818550403,4.22137847,3.81069653,6.434979091,5.222676724,2.95628825,5.509803215,5.374006075,5.525064693,4.076272103,2.806385224,#N/A,#N/A,#N/A,#N/A,#N/A,-0.557571732,-0.088564148,1.923662127,1.923662127,1.279515213
1978:02,7.312128664,4.169433518,3.820422289,4.460778458,4.030544851,1.078382423,3.466163698,3.089693148,3.128686344,2.637001823,-0.557571732,4.22137847,3.81069653,6.434979091,5.222676724,1.078382423,2.932802371,2.540165021,1.355367461,3.034535359,#N/A,#N/A,#N/A,#N/A,#N/A,7.404346943,8.656315044,8.256871611,8.256871611,16.3795142
1978:03,3.881149797,4.594523562,3.876996083,4.113657454,4.006242368,5.086120269,1.523450738,3.143129328,2.901218488,2.798895898,7.404346943,-0.557571732,4.22137847,3.81069653,6.434979091,5.086120269,1.905543887,3.14716437,2.790290252,1.820621906,#N/A,#N/A,#N/A,#N/A,#N/A,3.428136349,2.570337823,3.514426491,3.937348729,4.086338706
1978:04,2.982804958,2.751760769,2.965762638,2.945540349,3.405134347,3.462493707,4.178701318,1.420769348,3.374030351,3.617480341,3.428136349,7.404346943,-0.557571732,4.22137847,3.81069653,3.462493707,2.957620413,2.022535769,3.316749018,4.244180017,#N/A,#N/A,#N/A,#N/A,#N/A,6.115013229,6.868427243,5.599564726,5.386490831,5.484971548
1979:01,2.439075977,2.237539565,0.647526147,2.493710835,4.628108654,4.501094916,3.4752013,3.823512085,1.994896627,3.438620527,6.115013229,3.428136349,7.404346943,-0.557571732,4.22137847,4.501094916,4.555163612,4.53453304,2.710571715,3.501717406,#N/A,#N/A,#N/A,#N/A,#N/A,0.737167282,1.126273569,1.126273569,3.903603891,0.720669515
1979:02,1.185565638,1.303515434,0.909263599,2.829251522,2.454548427,2.466248523,3.909178796,3.479901398,3.684481056,3.73320444,0.737167282,6.115013229,3.428136349,7.404346943,-0.557571732,2.466248523,5.451428284,4.948604955,5.232494029,3.292340271,#N/A,#N/A,#N/A,#N/A,#N/A,-3.258718429,-2.30058634,-2.30058634,-1.745334527,0.427590922
1979:03,-1.742722937,-0.231494137,-1.369031301,1.353701619,1.801286292,0.876756024,3.072615163,3.692089313,3.481639801,3.630060411,-3.258718429,0.737167282,6.115013229,3.428136349,7.404346943,0.876756024,1.556278722,2.661727911,2.02489628,1.877450269,#N/A,#N/A,#N/A,#N/A,#N/A,2.412009011,3.129654626,4.078862895,4.078862895,3.006634042
1979:04,-1.89454284,-3.171578486,-0.656883414,-0.527138621,1.991727503,3.01589948,2.403976818,3.285260176,3.612470188,3.482282775,2.412009011,-3.258718429,0.737167282,6.115013229,3.428136349,3.01589948,1.743195506,3.373321029,3.576566688,3.101864397,#N/A,#N/A,#N/A,#N/A,#N/A,1.430903517,1.967891559,0.64663672,0.64663672,1.003223145
1980:01,-0.021016128,-4.036151514,-1.456119153,0.978232009,2.418339594,2.682082543,3.233510845,2.967975793,3.359832058,3.583269302,1.430903517,2.412009011,-3.258718429,0.737167282,6.115013229,2.682082543,3.102478485,1.900389438,3.770977502,4.39101523,#N/A,#N/A,#N/A,#N/A,#N/A,1.087514841,1.227578577,3.066992049,1.51256686,1.260940463
1980:02,-5.140898331,-2.461158123,-2.821402007,2.610245414,1.248839471,2.402874754,3.129840164,3.311926897,3.176259262,3.385983461,1.087514841,1.430903517,2.412009011,-3.258718429,0.737167282,2.402874754,2.894656186,3.114041065,3.071569962,3.402710883,#N/A,#N/A,#N/A,#N/A,#N/A,-9.060803461,-9.626719945,-9.890740405,-9.563610424,-7.991872482
1980:03,-3.763277337,-3.610522274,-0.749139496,1.698167084,3.621370615,-1.816056541,2.891958906,3.290078533,3.340184048,3.253177847,-9.060803461,1.087514841,1.430903517,2.412009011,-3.258718429,-1.816056541,2.704431458,2.906428747,2.997574413,3.080165015,#N/A,#N/A,#N/A,#N/A,#N/A,0.997605137,2.371656509,2.371656509,1.656508125,-0.470738139
1980:04,1.856485698,-1.598064306,-1.32130202,0.752059779,3.373664886,2.197159883,1.020841344,3.073812789,3.347422806,3.350366485,0.997605137,-9.060803461,1.087514841,1.430903517,2.412009011,2.197159883,-0.287807928,2.74623615,2.375996157,2.406505767,#N/A,#N/A,#N/A,#N/A,#N/A,5.038482217,3.775382246,3.775382246,4.331508357,7.669638057
1981:01,0.924733527,0.895901504,3.968152345,2.994484658,2.159616597,3.55506292,2.6167713,2.131713773,3.141430672,3.367944517,5.038482217,0.997605137,-9.060803461,1.087514841,1.430903517,3.55506292,2.324800011,1.639421262,3.533575965,3.518387682,#N/A,#N/A,#N/A,#N/A,#N/A,6.507360794,8.554427202,7.902746329,9.004049862,8.071604741
1981:02,0.515586937,0.602869422,2.793400763,2.335450633,3.421913004,3.84223806,3.18027469,2.763553881,2.566709182,3.166572714,6.507360794,5.038482217,0.997605137,-9.060803461,1.087514841,3.84223806,3.404394837,4.081832129,4.011899726,5.484781779,#N/A,#N/A,#N/A,#N/A,#N/A,-1.911752917,-1.573327139,-1.477352276,0.637236617,-2.930620259
1981:03,0,2.066721237,2.930433814,3.508942851,4.924386131,1.94293667,3.218743327,3.085583851,2.814899305,2.737044677,-1.911752917,6.507360794,5.038482217,0.997605137,-9.060803461,1.94293667,3.631225218,3.315015148,3.975520772,5.017337037,#N/A,#N/A,#N/A,#N/A,#N/A,-0.5813554,1.437772326,2.201407587,3.564022153,4.875077167
1981:04,-3.403941799,2.140392426,3.292858592,3.767070291,4.223843297,2.12462787,2.769658878,3.072879245,3.061660061,2.832860241,-0.5813554,-1.911752917,6.507360794,5.038482217,0.997605137,2.12462787,2.059044245,4.630046362,4.150765862,3.479796223,#N/A,#N/A,#N/A,#N/A,#N/A,-5.224907927,-4.513176419,-5.268644626,-4.863473873,-4.288657428
1982:01,-2.908895749,-1.065946516,3.476775179,4.072148083,4.576321763,0.937062715,2.743823351,2.946967477,3.03875493,3.055615678,-5.224907927,-0.5813554,-1.911752917,6.507360794,5.038482217,0.937062715,2.331488196,2.719411005,4.319670169,3.793437326,#N/A,#N/A,#N/A,#N/A,#N/A,-3.892729957,-5.106883334,-5.484358893,-4.658876749,-6.071107789
1982:02,0.134929986,2.720933154,3.258389827,3.984902105,2.928941431,0.985689005,2.362222944,2.885510496,2.984995171,3.030771684,-3.892729957,-5.224907927,-0.5813554,-1.911752917,6.507360794,0.985689005,1.078340229,2.752432081,5.352146694,7.053796409,#N/A,#N/A,#N/A,#N/A,#N/A,1.669424455,2.110745237,0.945587968,-0.806447499,1.842218595
1982:03,1.634843523,3.413246298,4.350152169,5.429874851,4.346482129,2.393843663,2.28016424,2.691838548,2.917931997,2.993151039,1.669424455,-3.892729957,-5.224907927,-0.5813554,-1.911752917,2.393843663,1.255946425,2.767680903,5.610294094,7.658096857,#N/A,#N/A,#N/A,#N/A,#N/A,0.75973068,0.732523138,-0.963397008,-0.915449014,-1.525533945
1982:04,1.084735845,2.449699392,4.0714207,4.71379873,4.540186369,2.070654357,2.607218959,2.623649732,2.768073096,2.925350834,0.75973068,1.669424455,-3.892729957,-5.224907927,-0.5813554,2.070654357,2.486975052,2.510674205,1.501735009,2.92820452,#N/A,#N/A,#N/A,#N/A,#N/A,-2.514587938,-1.04911834,-1.339386405,0.461156877,0.16470827
1983:01,3.579682298,2.446370171,3.806511126,2.538707903,2.776235696,0.989180034,2.454436524,2.67006795,2.714792675,2.785704866,-2.514587938,0.75973068,1.669424455,-3.892729957,-5.224907927,0.989180034,2.262065559,2.635278939,1.411656865,2.294686726,#N/A,#N/A,#N/A,#N/A,#N/A,3.095132236,2.563622922,3.341034846,3.341034846,5.376233044
1983:02,4.645629886,2.720933154,3.251768152,2.953812975,3.329165384,2.698118924,2.033063318,2.566791465,2.688579914,2.738977208,3.095132236,-2.514587938,0.75973068,1.669424455,-3.892729957,2.698118924,1.497446759,2.51558525,2.65467242,2.631674499,#N/A,#N/A,#N/A,#N/A,#N/A,8.670580956,9.731578204,9.380765729,9.380765729,9.415419921
1983:03,7.014936614,4.867274431,4.350152169,4.317872734,3.742913299,4.414106853,2.58308978,2.344069161,2.599684168,2.694032552,8.670580956,3.095132236,-2.514587938,0.75973068,1.669424455,4.414106853,2.627772382,2.022921125,2.564794779,3.053219742,#N/A,#N/A,#N/A,#N/A,#N/A,7.909049233,7.631630392,6.831517405,5.523044129,8.239003426
1983:04,5.515964877,4.468591677,4.808770619,4.576850834,4.000843164,4.325038773,3.129151931,2.549761668,2.436727637,2.609313739,7.909049233,8.670580956,3.095132236,-2.514587938,0.75973068,4.325038773,3.634783229,2.573258947,2.160418917,2.710756782,#N/A,#N/A,#N/A,#N/A,#N/A,4.476486651,5.009698898,5.933328159,6.67538034,8.610077995
1984:01,4.926154664,4.51906874,4.023515331,4.617423842,3.715598518,3.273475734,3.187558204,2.741246564,2.540105306,2.464333527,4.476486651,7.909049233,8.670580956,3.095132236,-2.514587938,3.273475734,3.545396184,2.848336084,2.560363164,2.680413879,#N/A,#N/A,#N/A,#N/A,#N/A,8.337726497,10.0755284,10.0755284,9.802877604,8.053079318
1984:02,3.793447963,4.34580882,4.338877471,4.505980338,4.697414108,4.637781018,2.888204749,2.826548643,2.624144733,2.537307508,8.337726497,4.476486651,7.909049233,8.670580956,3.095132236,4.637781018,3.027041734,2.755270559,2.659023162,2.53090293,#N/A,#N/A,#N/A,#N/A,#N/A,7.47634882,7.109870706,7.109870706,5.015157315,7.087828045
1984:03,4.712379324,3.504050081,4.042450433,4.420624843,3.552955151,4.567987226,3.401836626,2.764819557,2.711972704,2.588793743,7.47634882,8.337726497,4.476486651,7.909049233,8.670580956,4.567987226,3.900845004,2.72981927,2.601541693,2.094591551,#N/A,#N/A,#N/A,#N/A,#N/A,2.662248198,1.571293276,2.054233431,2.34899513,3.915754166
1984:04,2.446370171,3.663744771,3.222550219,3.495302522,3.992026638,2.82283899,3.520920571,2.988976883,2.725304758,2.675608998,2.662248198,7.47634882,8.337726497,4.476486651,7.909049233,2.82283899,4.051509758,3.032863168,2.664131446,2.144836032,#N/A,#N/A,#N/A,#N/A,#N/A,3.922194625,4.247900558,0.593842941,1.490842734,3.32236651
1985:01,4.157199923,3.416411162,3.140806656,3.945275413,3.715927219,3.337542254,2.879234867,3.14395624,2.851063585,2.712649923,3.922194625,2.662248198,7.47634882,8.337726497,4.476486651,3.337542254,2.868169629,3.171935895,2.676256784,2.505690787,#N/A,#N/A,#N/A,#N/A,#N/A,1.354273349,0.264940394,3.056812216,3.844669682,3.93603565
1985:02,3.031466644,3.868963537,3.632692946,3.359036882,2.919516391,2.502498439,3.138605961,2.899039831,3.008241761,2.804994483,1.354273349,3.922194625,2.662248198,7.47634882,8.337726497,2.502498439,3.219760551,2.894701672,2.976343938,-0.208111117,#N/A,#N/A,#N/A,#N/A,#N/A,1.74256203,1.888796375,2.343406207,2.078380776,3.566850482
1985:03,3.148412668,4.722889883,3.953398026,3.235694569,2.49061465,2.625091798,2.877484952,3.070915055,2.90599489,2.959381912,1.74256203,1.354273349,3.922194625,2.662248198,7.47634882,2.625091798,2.695996637,3.056616785,2.897331598,0.93622215,#N/A,#N/A,#N/A,#N/A,#N/A,3.270377044,3.036161402,4.1209454,4.063732838,6.249041155
1985:04,3.12195143,3.488920346,2.853566542,3.554157681,2.969360417,3.104699154,2.910123358,2.999947775,3.04788226,2.90843735,3.270377044,1.74256203,1.354273349,3.922194625,2.662248198,3.104699154,2.766190891,2.949646299,2.998973972,1.316796487,#N/A,#N/A,#N/A,#N/A,#N/A,2.353006145,0.749846329,2.069253782,3.116084595,3.006323493
1986:01,2.802913715,2.856963221,2.375898819,2.475932972,3.403952292,2.719883331,3.050822362,3.002180298,3.039941594,3.040045024,2.353006145,3.270377044,1.74256203,1.354273349,3.922194625,2.719883331,3.085718957,2.978383917,3.019698391,0.153327833,#N/A,#N/A,#N/A,#N/A,#N/A,3.201371031,3.762294871,5.352208839,6.360835237,3.786007436
1986:02,2.283553491,3.008565972,2.598034214,2.242793165,2.815903059,2.7838046,2.816255484,3.033302169,3.031912024,3.053002746,3.201371031,2.353006145,3.270377044,1.74256203,1.354273349,2.7838046,2.738660971,3.045427198,3.038083115,1.842688967,#N/A,#N/A,#N/A,#N/A,#N/A,1.076558469,0.603126332,0.639573025,-0.825544724,1.817551615
1986:03,2.31108914,3.673940996,3.996180531,3.293842939,2.823356012,2.157948963,2.65425438,2.841570745,3.027604777,3.04151451,1.076558469,3.201371031,2.353006145,3.270377044,1.74256203,2.157948963,2.744264358,2.813046295,3.029701772,3.147737354,#N/A,#N/A,#N/A,#N/A,#N/A,2.414078875,2.75929613,1.443765244,1.049476417,3.879079149
1986:04,2.853827538,3.072479132,3.920294788,2.735446116,3.030971925,2.626434123,2.541318217,2.614061352,2.848220616,3.025752043,2.414078875,1.076558469,3.201371031,2.353006145,3.270377044,2.626434123,2.414659464,2.66679053,3.251929203,2.624805243,#N/A,#N/A,#N/A,#N/A,#N/A,1.747446658,1.056678876,1.460323355,1.448155412,2.165167879
1987:01,2.508399002,2.284068386,2.609267718,3.549871611,1.405953834,2.42352663,2.701617988,2.677228405,2.601591442,2.84996742,1.747446658,2.414078875,1.076558469,3.201371031,2.353006145,2.42352663,2.677742462,2.697083492,2.667763119,2.514370342,#N/A,#N/A,#N/A,#N/A,#N/A,4.299107604,4.434756652,4.574805721,5.398447456,3.016710202
1987:02,2.268034616,2.876148058,2.762754796,3.029269406,3.463821524,3.245888812,2.661495162,2.728236654,2.725410618,2.597722645,4.299107604,1.747446658,2.414078875,1.076558469,3.201371031,3.245888812,2.581037798,2.729354154,2.720851294,3.039895164,#N/A,#N/A,#N/A,#N/A,#N/A,2.590941621,2.472091133,4.994666645,4.351576101,4.382931092
1987:03,2.553063107,2.634798784,2.910076981,2.852542716,3.006502215,2.60564088,2.860514676,2.745255996,2.737660929,2.74249194,2.590941621,4.299107604,1.747446658,2.414078875,1.076558469,2.60564088,2.996739064,2.732288725,2.735127508,2.401873778,#N/A,#N/A,#N/A,#N/A,#N/A,3.837650833,4.348128758,4.499842256,5.258190662,3.518369147
1987:04,2.31691289,2.910825608,3.212166488,3.159695759,3.699095619,3.070891024,2.610828987,2.719505775,2.774738371,2.740997571,3.837650833,2.590941621,4.299107604,1.747446658,2.414078875,3.070891024,2.612279919,2.769865569,2.773952441,2.892073086,#N/A,#N/A,#N/A,#N/A,#N/A,4.150785558,4.764932919,6.106113076,6.645744167,7.046112908
1988:01,0.724540965,2.092526591,3.528532248,2.65026727,2.759190719,3.122719424,2.799526268,2.61266013,2.667910433,2.78511566,4.150785558,3.837650833,2.590941621,4.299107604,1.747446658,3.122719424,2.883833367,2.649107476,2.617960981,2.558318932,#N/A,#N/A,#N/A,#N/A,#N/A,2.265963492,3.417922945,4.044066261,5.146564988,2.083855606
1988:02,2.323833102,0.619672818,0.828796399,1.92040195,2.792429195,2.376864531,2.763927672,2.703487287,2.613306432,2.64903163,2.265963492,4.150785558,3.837650833,2.590941621,4.299107604,2.376864531,2.891951593,2.722002598,2.666995277,3.274816227,#N/A,#N/A,#N/A,#N/A,#N/A,3.088655344,2.974915192,3.662000909,3.635252234,5.359549326
1988:03,2.737137593,2.569572321,1.760475543,3.444811921,2.955657807,2.795470658,2.41275273,2.638710513,2.669498032,2.613534544,3.088655344,2.265963492,4.150785558,3.837650833,2.590941621,2.795470658,2.416645374,2.664334229,2.635552879,2.679857242,#N/A,#N/A,#N/A,#N/A,#N/A,2.236727343,2.451201879,3.229861789,2.652168728,2.363144594
1988:04,2.620828909,2.922090261,3.380417741,3.00380535,2.371336655,2.529883421,2.693040882,2.424366352,2.59501013,2.657468859,2.236727343,3.088655344,2.265963492,4.150785558,3.837650833,2.529883421,2.698336467,2.484490288,2.591891419,2.57459145,#N/A,#N/A,#N/A,#N/A,#N/A,1.990038789,2.415957982,2.66808585,2.725772787,5.43964145
1989:01,4.543016972,3.618636071,2.446675539,2.736444112,3.189461075,2.400643852,2.631190445,2.657255046,2.428124586,2.579758838,1.990038789,2.236727343,3.088655344,2.265963492,4.150785558,2.400643852,2.583022474,2.624424878,2.512990109,2.499122938,#N/A,#N/A,#N/A,#N/A,#N/A,5.546384165,3.727208514,3.635359306,3.635359306,4.126378252
1989:02,1.475808302,2.077852708,2.931665093,3.134676271,1.906858898,3.805072289,2.544907548,2.666199486,2.644752567,2.429340771,5.546384165,1.990038789,2.236727343,3.088655344,2.265963492,3.805072289,2.495297756,2.650234195,2.60641915,2.524133305,#N/A,#N/A,#N/A,#N/A,#N/A,1.675961713,2.526760553,1.621210176,1.621210176,3.087615955
1989:03,1.560946125,1.568982072,1.967960713,2.462332446,1.916996174,2.414207866,3.186403545,2.595593757,2.678297689,2.640384583,1.675961713,5.546384165,1.990038789,2.236727343,3.088655344,2.414207866,3.393745486,2.625926009,2.676891272,2.602651898,#N/A,#N/A,#N/A,#N/A,#N/A,2.501039482,2.975157547,1.713148927,1.097109799,2.997103987
1989:04,1.110899208,1.946414962,1.170433779,1.073553884,1.071332056,2.843252757,2.67611403,2.96659742,2.613402061,2.68247851,2.501039482,1.675961713,5.546384165,1.990038789,2.236727343,2.843252757,2.590379904,2.816153775,2.664551797,2.680738854,#N/A,#N/A,#N/A,#N/A,#N/A,0.500588659,1.08052371,0.339438893,1.169032767,0.789798173
1990:01,1.301893546,1.738040203,0.965011107,2.147312434,1.364170313,2.254677824,2.961028433,2.769029975,2.888502748,2.619658905,0.500588659,2.501039482,1.675961713,5.546384165,1.990038789,2.254677824,2.899496183,2.798144314,2.759052695,2.668483724,#N/A,#N/A,#N/A,#N/A,#N/A,2.095762512,1.694588679,1.694588679,2.838208646,4.446674754
1990:02,1.649845297,1.926958963,1.585459469,1.54362802,1.209395467,2.957137878,2.80694939,3.001561956,2.801993586,2.86075658,2.095762512,0.500588659,2.501039482,1.675961713,5.546384165,2.957137878,2.616893494,2.951461897,2.813875294,2.738895033,#N/A,#N/A,#N/A,#N/A,#N/A,1.219822777,0.434378019,0.434378019,0.976813776,1.455934918
1990:03,1.449076749,2.491495406,2.401430065,2.351570346,3.965919191,2.485229784,3.180053362,2.980831019,3.015511921,2.813688022,1.219822777,2.095762512,0.500588659,2.501039482,1.675961713,2.485229784,3.110567361,3.048523824,2.960743335,2.827834008,#N/A,#N/A,#N/A,#N/A,#N/A,1.792873349,1.442115748,0.245107937,-1.629855311,0.268406187
