,SPFfor_Step1,SPFfor_Step2,SPFfor_Step3,SPFfor_Step4,SPFfor_Step5,IARfor_Step1,IARfor_Step2,IARfor_Step3,IARfor_Step4,IARfor_Step5,NCfor_Step1,NCfor_Step2,NCfor_Step3,NCfor_Step4,NCfor_Step5,DARfor_Step1,DARfor_Step2,DARfor_Step3,DARfor_Step4,DARfor_Step5,DARMfor_Step1,DARMfor_Step2,DARMfor_Step3,DARMfor_Step4,DARMfor_Step5,Realiz1,Realiz2,Realiz3,Realiz4,Realiz5
1996:02,5,4.78,5.12,5.53,6,4.919228072,5.312977686,5.642840593,7.036304957,6.693976791,4.93,5.26,5.366666667,5.596666667,5.736666667,4.919228072,5.366616193,5.527041311,5.746262232,5.840652503,5.0341688,4.894555324,5.406083721,4.973161657,5.617611799,5.02,5.02,5.02,5.02,5.02
1996:03,5.12,5.09,4.7,5.1,5.505,5.092003203,4.969462047,5.367251341,5.695358074,7.171413526,5.02,4.93,5.26,5.366666667,5.596666667,5.092003203,4.957405939,5.465167909,5.585749426,5.779763778,5.342346252,5.16324653,4.984070928,5.464449768,5.334356869,5.096666667,5.096666667,5.096666667,5.096666667,5.096666667
1996:04,5.04,5.2,5.1,4.71,5.1,5.171813807,5.153610309,5.026855209,5.435150822,5.791706334,5.096666667,5.02,4.93,5.26,5.366666667,5.171813807,5.080515318,5.068606496,5.493681041,5.634983798,5.019184194,5.344217089,5.217246327,4.988287617,5.403590972,4.976666667,4.976666667,4.976666667,4.976666667,4.976666667
1997:01,5.04,5.15,5.275,5.07,4.78,4.983363471,5.23708864,5.207095132,5.08065756,5.503297117,4.976666667,5.096666667,5.02,4.93,5.26,4.983363471,5.205484277,5.250899529,5.292575266,5.54872123,5.334581048,5.121899812,5.361478726,5.393621877,4.907077494,5.06,5.06,5.06,5.06,5.06
1997:02,5.26,5.07,5.2,5.25,5,5.164903769,5.011071206,5.292711212,5.253668045,5.129154898,5.06,4.976666667,5.096666667,5.02,4.93,5.164903769,5.076790721,5.264840468,5.347179163,5.302186066,5.236764999,5.299355783,5.136184639,5.559598601,5.527471508,5.046666667,5.046666667,5.046666667,5.046666667,5.046666667
1997:03,5.1,5.47,5.08,5.2,5.225,5.108087583,5.26769417,5.040392636,5.339952701,5.294247111,5.046666667,5.06,4.976666667,5.096666667,5.02,5.108087583,5.153473118,5.127202325,5.33412326,5.35908481,5.306265274,5.417697088,5.23690264,5.182838691,5.51846675,5.046666667,5.046666667,5.046666667,5.046666667,5.046666667
1997:04,5.1,5.25,5.5,5.05,5.1,5.076475937,5.195233897,5.358489224,5.067925386,5.380052881,5.046666667,5.046666667,5.06,4.976666667,5.096666667,5.076475937,5.181067772,5.242725469,5.185143573,5.456479325,5.099343787,5.416376242,5.458992542,5.357691582,5.396125266,5.09,5.09,5.09,5.09,5.09
1998:01,5.1,5.2,5.37,5.5,5.01,5.137765694,5.117568491,5.284287525,5.434365092,5.093218374,5.09,5.046666667,5.046666667,5.06,4.976666667,5.137765694,5.160214106,5.230593166,5.371139297,5.313366637,5.026852546,5.298600081,5.184028581,5.676137856,5.351507444,5.053333333,5.053333333,5.053333333,5.053333333,5.053333333
1998:02,5.07,5.1,5.26,5.25,5.4,5.062991545,5.185360094,5.161661051,5.36479201,5.495683743,5.053333333,5.09,5.046666667,5.046666667,5.06,5.062991545,5.154185879,5.270938601,5.199526967,5.321097596,4.983576528,5.002200606,5.162840291,5.291622971,5.511875563,4.976666667,4.976666667,4.976666667,4.976666667,4.976666667
1998:03,5,5.09,5.09,5.275,5.19,4.965573584,5.096496693,5.230805685,5.20513721,5.433144493,4.976666667,5.053333333,5.09,5.046666667,5.046666667,4.965573584,5.066279866,5.204118674,5.302659989,5.361461137,5.035720622,5.00257035,5.034275298,5.123714716,5.349512868,4.823333333,4.823333333,4.823333333,4.823333333,4.823333333
1998:04,4.265,5.005,5.175,5.1,5.24,4.806270886,4.989260949,5.140749714,5.273343486,5.246500198,4.823333333,4.976666667,5.053333333,5.09,5.046666667,4.806270886,4.996982203,5.107471694,5.259078144,5.321400366,3.596453881,5.075508061,5.012319005,5.068397708,5.040594894,4.253333333,4.253333333,4.253333333,4.253333333,4.253333333
1999:01,4.395,4.2,5.05,5.18,5.1,4.012398184,4.847207209,5.029733651,5.18828573,5.312773014,4.253333333,4.823333333,4.976666667,5.053333333,5.09,4.012398184,4.818248398,5.012171582,5.136275034,5.323985026,4.344666614,3.263380574,5.182709449,5.014884169,5.240316431,4.406666667,4.406666667,4.406666667,4.406666667,4.406666667
1999:02,4.475,4.4,4.11,5.1,5.13,4.603735181,3.963719984,4.90971334,5.076674573,5.235002853,4.406666667,4.253333333,4.823333333,4.976666667,5.053333333,4.603735181,4.025843475,4.853130342,5.093015531,5.281898392,4.277751156,4.54376886,3.25165189,5.164390286,5.056680052,4.453333333,4.453333333,4.453333333,4.453333333,4.453333333
1999:03,4.71,4.5,4.415,4.2,5.16,4.534662401,4.742356937,4.009974042,4.964382917,5.12434599,4.453333333,4.406666667,4.253333333,4.823333333,4.976666667,4.534662401,4.649447196,4.050343653,4.907462361,5.167732235,4.594596009,4.292582381,5.19436525,3.288399204,5.172457493,4.65,4.65,4.65,4.65,4.65
1999:04,4.9,4.9,4.5,4.39,4.16,4.790934476,4.627210728,4.805300491,4.047033579,5.030674754,4.65,4.453333333,4.406666667,4.253333333,4.823333333,4.790934476,4.576345473,4.741427544,4.056888616,5.034892359,5.04145941,4.712806246,4.110394788,4.646620383,3.347897754,5.043333333,5.043333333,5.043333333,5.043333333,5.043333333
2000:01,5.5,5.05,4.9,4.55,4.405,5.286240469,4.891385585,4.717994837,4.850259595,4.135709781,5.043333333,4.65,4.453333333,4.406666667,4.253333333,5.286240469,4.83498558,4.679177583,4.741256857,4.207390089,5.401710376,5.269931407,4.827559547,4.308252316,5.028671511,5.52,5.52,5.52,5.52,5.52
2000:02,5.9,5.725,5.08,4.9,4.57,5.820143242,5.430511836,4.96261709,4.800474092,4.953165715,5.52,5.043333333,4.65,4.453333333,4.406666667,5.820143242,5.379629213,4.996778574,4.529303333,4.931482152,5.687476098,5.599018266,5.359881228,4.894873854,4.541721725,5.713333333,5.713333333,5.713333333,5.713333333,5.713333333
2000:03,6,6.2,5.8,5.1,4.93,5.817366854,5.987601672,5.510911919,5.012882541,4.871957763,5.713333333,5.52,5.043333333,4.65,4.453333333,5.817366854,6.049302215,5.434200795,5.213690546,5.094735706,6.168168234,5.699938637,5.639575813,5.328900991,5.231625531,6.016666667,6.016666667,6.016666667,6.016666667,6.016666667
2000:04,6.14,6.045,6.4,5.8,5.12,6.175517088,5.859028347,6.059110847,5.550651031,5.048186454,6.016666667,5.713333333,5.52,5.043333333,4.65,6.175517088,5.881877416,5.874664798,5.511482499,5.17395347,6.236549003,6.470320124,5.723476576,5.629090502,5.409140296,6.016666667,6.016666667,6.016666667,6.016666667,6.016666667
2001:01,5.1,6.05,6,6.35,5.73,5.965510325,6.230246573,5.859039541,6.064462566,5.565119051,6.016666667,6.016666667,5.713333333,5.52,5.043333333,5.965510325,6.301609896,5.836239641,5.934705602,5.556943939,5.061635046,6.425302439,6.458190262,5.656298856,5.784869098,4.816666667,4.816666667,4.816666667,4.816666667,4.816666667
2001:02,3.8,4.75,6.07,6,6.225,4.04619949,5.884315373,6.213860194,5.832954602,6.027058867,4.816666667,6.016666667,6.016666667,5.713333333,5.52,4.04619949,6.080407461,6.206773599,5.724590007,6.007590456,3.747949719,4.718618241,6.388252219,6.329334185,5.986978401,3.66,3.66,3.66,3.66,3.66
2001:03,3.4,3.53,4.69,6,5.9,2.963102073,3.617891217,5.78919106,6.15242715,5.792129807,3.66,4.816666667,6.016666667,6.016666667,5.713333333,2.963102073,4.024078736,5.8403156,6.377285038,5.961545372,3.582428279,3.359229619,4.487043037,6.185811784,6.332558075,3.17,3.17,3.17,3.17,3.17
2001:04,1.93,3.3,3.6,4.7,6,2.982842083,2.631342378,3.448033978,5.691774559,6.065808705,3.17,3.66,4.816666667,6.016666667,6.016666667,2.982842083,2.773905893,3.485472872,5.874837412,6.026651326,2.129156781,3.687282098,3.022845965,4.163416945,6.043606009,1.906666667,1.906666667,1.906666667,1.906666667,1.906666667
2002:01,1.7,1.75,3.3,3.71,4.77,1.162513338,3.011491092,2.574197661,3.461708183,5.599909073,1.906666667,3.17,3.66,4.816666667,6.016666667,1.162513338,3.01002512,2.807831082,4.017551669,5.96770973,1.778869882,1.859012341,3.749617953,3.148071714,4.660423003,1.72,1.72,1.72,1.72,1.72
2002:02,1.775,1.8,1.95,3.5,3.8,1.982981878,0.830174982,3.182435017,2.710250622,3.595495242,1.72,1.906666667,3.17,3.66,4.816666667,1.982981878,1.033214235,3.215094876,2.94818876,4.187207453,1.640445977,1.956305318,1.776860407,4.010111257,3.814393193,1.713333333,1.713333333,1.713333333,1.713333333,1.713333333
2002:03,1.7,1.995,2.1,2.375,3.66,1.691061449,1.911426574,0.810179695,3.436419248,2.970003212,1.713333333,1.72,1.906666667,3.17,3.66,1.691061449,1.987644003,1.215421795,3.513549383,3.264158515,1.788888895,1.587308876,2.149747202,2.094607557,3.535773492,1.643333333,1.643333333,1.643333333,1.643333333,1.643333333
2002:04,1.4,1.7,2.325,2.45,3.105,1.769956079,2.125905257,2.429844324,1.014207434,3.727926497,1.643333333,1.713333333,1.72,1.906666667,3.17,1.769956079,2.277432949,2.458297768,1.921816835,3.733028376,1.658472704,2.371929108,2.381764828,2.690990961,2.469397915,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333
2003:01,1.2,1.3,1.9,2.73,2.955,1.276997175,2.019181886,2.59719018,2.86715315,1.366797013,1.333333333,1.643333333,1.713333333,1.72,1.906666667,1.276997175,2.191579497,2.625020851,2.954470851,2.408727095,1.147008281,1.915509681,2.495947166,3.008369923,3.065491024,1.156666667,1.156666667,1.156666667,1.156666667,1.156666667
2003:02,1.17,1.25,1.41,2.28,3.3,1.186234009,1.391769614,2.334835336,3.017391844,3.1028886,1.156666667,1.333333333,1.643333333,1.713333333,1.72,1.186234009,1.585266248,2.535660573,3.16657362,3.459320957,1.183905372,1.393616306,2.135252508,2.794443698,3.495010417,1.04,1.04,1.04,1.04,1.04
2003:03,0.95,1.2,1.45,1.79,2.7,1.102868398,1.351463409,1.614649115,2.675850061,3.499865957,1.04,1.156666667,1.333333333,1.643333333,1.713333333,1.102868398,1.373510668,1.843104002,2.918432145,3.621674909,0.924600357,1.324218597,1.426012628,2.714435027,3.401094994,0.93,0.93,0.93,0.93,0.93
2003:04,0.96,1.02,1.28,1.8,2.1,0.987609314,1.282969291,1.599270686,1.898632348,3.013570353,0.93,1.04,1.156666667,1.333333333,1.643333333,0.987609314,1.309438979,1.759587352,2.365384068,3.478699699,0.999600066,1.083537763,1.647171319,2.100781219,3.213774739,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667
2004:01,0.91,1.025,1.12,1.43,2.3,1.03530019,1.150280389,1.533214568,1.890615512,2.209587718,0.916666667,0.93,1.04,1.156666667,1.333333333,1.03530019,1.229713323,1.630360346,2.289723975,2.794329413,0.936970497,1.141661976,1.235714304,2.146016305,2.840773303,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667
2004:02,1,1,1.12,1.31,1.77,1.03855062,1.213417254,1.373075519,1.818865585,2.197571666,0.916666667,0.916666667,0.93,1.04,1.156666667,1.03855062,1.29523343,1.502967625,2.101802942,2.89595428,1.022143821,1.044626546,1.427980496,1.611278716,2.751151248,1.076666667,1.076666667,1.076666667,1.076666667,1.076666667
2004:03,1.445,1.3,1.2,1.25,1.6,1.293645974,1.239633684,1.439284232,1.624404413,2.115047237,1.076666667,0.916666667,0.916666667,0.93,1.04,1.293645974,1.312690253,1.576999242,1.869569089,2.685603969,1.425747207,1.196268682,1.278928074,1.725921088,2.074597739,1.486666667,1.486666667,1.486666667,1.486666667,1.486666667
2004:04,1.91,1.765,1.5745,1.5,1.5,1.82360662,1.517686104,1.458836093,1.692604324,1.882681611,1.486666667,1.076666667,0.916666667,0.916666667,0.93,1.82360662,1.569891159,1.533702124,1.933435132,2.372941001,1.885329842,1.566220069,1.40868669,1.618251751,2.216950626,2.006666667,2.006666667,2.006666667,2.006666667,2.006666667
2005:01,2.5,2.26,2.15,2,1.83,2.448106872,2.146446975,1.769964012,1.699931699,1.936727839,2.006666667,1.486666667,1.076666667,0.916666667,0.916666667,2.448106872,2.18686827,1.838275574,1.878489066,2.305746126,2.529275305,2.174413795,1.836255881,1.713284356,1.966872484,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667
2005:02,3,2.89,2.52,2.5,2.364,3.015803708,2.850052899,2.476984507,2.011172209,1.93663872,2.536666667,2.006666667,1.486666667,1.076666667,0.916666667,3.015803708,2.832639254,2.473280774,2.141540549,2.240977644,2.9554253,2.997021239,2.449375978,2.15729423,2.072290665,2.863333333,2.863333333,2.863333333,2.863333333,2.863333333
2005:03,3.395,3.4325,3.2,2.87,2.9,3.179064864,3.403010503,3.186332609,2.737631159,2.226236549,2.863333333,2.536666667,2.006666667,1.486666667,1.076666667,3.179064864,3.395502064,3.075411054,2.738218766,2.492891081,3.357032173,3.277558346,3.357471467,2.629594647,2.515758885,3.36,3.36,3.36,3.36,3.36
2005:04,3.9,3.8525,3.775,3.5,3.253,3.699451666,3.423155464,3.685217248,3.431313878,2.956733368,3.36,2.863333333,2.536666667,2.006666667,1.486666667,3.699451666,3.423594718,3.560934273,3.250447664,3.01788989,3.836141981,3.574288135,3.455588647,3.431332113,2.906428992,3.826666667,3.826666667,3.826666667,3.826666667,3.826666667
2006:01,4.364,4.294,4.0875,3.95,3.7,4.08581374,3.89290475,3.555396746,3.867390882,3.613381602,3.826666667,3.36,2.863333333,2.536666667,2.006666667,4.08581374,3.889105636,3.59710777,3.673876208,3.44555595,4.392508616,4.047844862,3.640768477,3.524724106,3.594998511,4.393333333,4.393333333,4.393333333,4.393333333,4.393333333
2006:02,4.8,4.6,4.5,4.275,4.06,4.73602089,4.310521083,4.072619221,3.658014777,3.962307611,4.393333333,3.826666667,3.36,2.863333333,2.536666667,4.73602089,4.311470567,4.218858188,3.661739559,3.76397175,4.690657994,4.668896891,4.197747685,3.802209232,3.680672146,4.703333333,4.703333333,4.703333333,4.703333333,4.703333333
2006:03,5.075,5,4.65,4.56,4.305,4.860151575,4.914029164,4.428778007,4.133326484,3.710642029,4.703333333,4.393333333,3.826666667,3.36,2.863333333,4.860151575,4.955575002,4.506091748,4.298582419,3.701637794,5.017787704,4.885088459,4.65132889,4.453893266,3.731435129,4.906666667,4.906666667,4.906666667,4.906666667,4.906666667
2006:04,4.9616,5.15,4.981,4.65,4.56,4.975405684,4.904302454,4.975128128,4.428465926,4.124135379,4.906666667,4.703333333,4.393333333,3.826666667,3.36,4.975405684,4.941789958,5.097305042,4.537250411,4.243513837,4.942266999,5.210543413,4.877778247,4.734307346,4.376405382,4.903333333,4.903333333,4.903333333,4.903333333,4.903333333
2007:01,5,4.9616,5.1597,4.96,4.635,4.847484231,4.947553658,4.869958234,4.95691148,4.395297504,4.903333333,4.906666667,4.703333333,4.393333333,3.826666667,4.847484231,4.978197291,4.955156744,5.043306936,4.50413253,5.0167168,4.840141321,5.074679136,4.843921851,4.584433531,4.983333333,4.983333333,4.983333333,4.983333333,4.983333333
2007:02,4.985,4.995,4.9,5.065,4.85,4.983414242,4.759634727,4.855356628,4.784926063,4.888248929,4.983333333,4.903333333,4.906666667,4.703333333,4.393333333,4.983414242,4.730454631,4.947042328,4.84976528,4.929580485,4.86359769,4.914736729,4.672997272,5.005096634,4.724376604,4.736666667,4.736666667,4.736666667,4.736666667,4.736666667
2007:03,4.83,4.9532,4.95,4.83,4.9532,4.519307476,4.930328244,4.655381488,4.725040698,4.671023532,4.736666667,4.983333333,4.903333333,4.906666667,4.703333333,4.519307476,4.92737532,4.599419501,4.80924448,4.693539216,4.806756824,4.715219689,4.787060159,4.513764796,4.777356466,4.303333333,4.303333333,4.303333333,4.303333333,4.303333333
2007:04,3.95,4.85,4.92,4.9,4.75,3.989793557,4.334618629,4.844845105,4.546125959,4.577020043,4.303333333,4.736666667,4.983333333,4.903333333,4.906666667,3.989793557,4.322999691,4.801766482,4.483270925,4.63698224,3.633122608,4.656390156,4.60470738,4.647086752,4.238100541,3.39,3.39,3.39,3.39,3.39
2008:01,2.4068,3.9449,4.9,4.9,4.9,2.745564952,3.776071087,4.182966884,4.742593214,4.439800774,3.39,4.303333333,4.736666667,4.983333333,4.903333333,2.745564952,3.723028264,4.142598412,4.653134078,4.327461871,2.42337678,3.034858721,4.474577003,4.430011381,4.408424838,2.043333333,2.043333333,2.043333333,2.043333333,2.043333333
2008:02,1.51,2.225,3.91,4.84,4.9,1.077127256,2.336375093,3.642650523,4.062662003,4.634906652,2.043333333,3.39,4.303333333,4.736666667,4.983333333,1.077127256,2.358993981,3.533694244,3.979397278,4.524878624,0.774680876,1.778638415,2.395674845,4.300277394,4.288985618,1.626666667,1.626666667,1.626666667,1.626666667,1.626666667
2008:03,1.7848,1.6833,2.2,3.925,4.845,1.457491573,0.471188,2.123368992,3.571506083,3.970715518,1.626666667,2.043333333,3.39,4.303333333,4.736666667,1.457491573,0.535313503,2.104393665,3.459301235,3.865218222,1.855248695,-0.090547085,1.304189326,2.38725852,3.973707041,1.493333333,1.493333333,1.493333333,1.493333333,1.493333333
2008:04,0.65,1.85,1.75,2.3,4.1,1.542148626,1.480293251,0.186946897,2.065991047,3.546706262,1.493333333,1.626666667,2.043333333,3.39,4.303333333,1.542148626,1.393466598,0.406130222,2.116590123,3.402758312,0.731053931,2.644536075,-0.753490321,1.128330265,2.122688764,0.296666667,0.296666667,0.296666667,0.296666667,0.296666667
2009:01,0.2,0.6972,2.06,1.92,2.58,-0.078306722,1.720572541,1.641769528,0.173800039,2.125125032,0.296666667,1.493333333,1.626666667,2.043333333,3.39,-0.078306722,1.716947241,1.531628115,0.621345315,2.276942402,0.026983613,0.906641578,3.259455939,-0.66421672,1.413161351,0.213333333,0.213333333,0.213333333,0.213333333,0.213333333
2009:02,0.2,0.2762,0.8,2.3,2.2,0.386715606,-0.059339002,1.981586186,1.893777532,0.374855628,0.213333333,0.296666667,1.493333333,1.626666667,2.043333333,0.386715606,-0.351142168,1.927791647,1.892887961,0.980208482,0.262716027,-0.025583149,0.665686432,3.716180561,-0.634450065,0.173333333,0.173333333,0.173333333,0.173333333,0.173333333
2009:03,0.2,0.25,0.3,1,2.64,-0.089758529,0.244095437,-0.260401308,2.285350886,2.195142508,0.173333333,0.213333333,0.296666667,1.493333333,1.626666667,-0.089758529,0.155906525,-0.753820818,2.257775286,2.250179389,0.229432385,0.211974829,-0.23103745,0.730835381,4.033990789,0.156666667,0.156666667,0.156666667,0.156666667,0.156666667
2009:04,0.14,0.2361,0.3042,0.4,1.18,0.619761445,0.260661633,0.685491491,-0.001441129,2.599937133,0.156666667,0.173333333,0.213333333,0.296666667,1.493333333,0.619761445,0.694249003,1.055614291,-0.496398702,2.63763802,0.090992101,0.574135724,1.008677929,-0.2573859,1.167189692,0.056666667,0.056666667,0.056666667,0.056666667,0.056666667
2010:01,0.1,0.19,0.28,0.4,0.575,0.227769894,1.044994234,0.610455494,1.206030522,0.466372543,0.056666667,0.156666667,0.173333333,0.213333333,0.296666667,0.227769894,0.695083148,0.957334818,1.63874685,0.220611819,0.091854867,0.433406823,0.888220695,1.889184728,0.005227705,0.106666667,0.106666667,0.106666667,0.106666667,0.106666667
2010:02,0.17,0.2,0.2561,0.4164,0.5,0.340801223,0.526543904,1.467725318,0.892967778,1.565235538,0.106666667,0.056666667,0.156666667,0.173333333,0.213333333,0.340801223,0.417832857,1.025240091,1.572030007,2.156901034,0.213795292,0.398941634,0.713819189,1.410707498,2.388581098,0.146666667,0.146666667,0.146666667,0.146666667,0.146666667
2010:03,0.16,0.245,0.34,0.5,0.71,0.34841347,0.642476814,0.864809305,2.011514405,1.413425357,0.146666667,0.106666667,0.056666667,0.156666667,0.173333333,0.34841347,0.549866074,0.844382191,1.425825112,2.184403588,0.20425442,0.487503512,0.767750157,1.113835294,2.162975295,0.156666667,0.156666667,0.156666667,0.156666667,0.156666667
2010:04,0.15,0.19,0.445,0.7,0.8302,0.361589801,0.651393274,1.000705164,1.267257245,2.450403446,0.156666667,0.146666667,0.106666667,0.056666667,0.156666667,0.361589801,0.621670483,0.941932696,1.201650033,2.059790161,0.152437818,0.511276318,0.872548677,1.089168833,1.544865876,0.136666667,0.136666667,0.136666667,0.136666667,0.136666667
2011:01,0.1517,0.1786,0.23,0.8317,1.1,0.305701389,0.647373884,0.996737733,1.406886259,1.703685063,0.136666667,0.156666667,0.146666667,0.106666667,0.056666667,0.305701389,0.576721022,0.943787001,1.329901198,1.612105093,0.183716288,0.42202952,0.779916915,1.237907651,1.491298962,0.126666667,0.126666667,0.126666667,0.126666667,0.126666667
2011:02,0.1211,0.18,0.2,0.35,1.26,0.278033585,0.551876459,0.964728294,1.383045808,1.826176534,0.126666667,0.136666667,0.156666667,0.146666667,0.106666667,0.278033585,0.485391863,0.866899527,1.225566708,1.8819774,0.067533765,0.421590955,0.708973059,1.012778471,1.690698551,0.046666667,0.046666667,0.046666667,0.046666667,0.046666667
2011:03,0.085,0.15,0.2,0.25,0.5988,0.152772327,0.497880538,0.831136119,1.328002313,1.789267495,0.046666667,0.126666667,0.136666667,0.156666667,0.146666667,0.152772327,0.44588029,0.751850774,1.093570364,1.674365172,0.057219678,0.26235507,0.683119882,0.906341909,1.277616735,0.023333333,0.023333333,0.023333333,0.023333333,0.023333333
2011:04,0.05,0.1,0.225,0.25,0.43,0.15289691,0.347576507,0.754484101,1.156495217,1.711973536,0.023333333,0.046666667,0.126666667,0.136666667,0.156666667,0.15289691,0.29994611,0.691191677,0.978951435,1.490810158,0.039653294,0.245670842,0.494750126,0.900606136,1.176587551,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333
2012:01,0.032,0.07,0.15,0.5091,0.33,0.132817639,0.343411933,0.575018251,1.053454393,1.504609624,0.013333333,0.023333333,0.046666667,0.126666667,0.136666667,0.132817639,0.281060089,0.501401902,0.914592658,1.314746689,0.05525652,0.205958237,0.462351215,0.559931907,1.171085727,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
2012:02,0.08,0.05,0.1,0.2,0.8376,0.226886661,0.324693479,0.577623322,0.851293256,1.373956186,0.066666667,0.013333333,0.023333333,0.046666667,0.126666667,0.226886661,0.299107303,0.454597915,0.682669458,1.254572652,0.127623496,0.240688091,0.37918469,0.59004897,0.907342264,0.086666667,0.086666667,0.086666667,0.086666667,0.086666667
2012:03,0.1,0.0862,0.06,0.1,0.4052,0.195227392,0.440378996,0.555357517,0.857098799,1.158008559,0.086666667,0.066666667,0.013333333,0.023333333,0.046666667,0.195227392,0.396667569,0.449312297,0.724732698,0.989054662,0.127378926,0.347321018,0.398413252,0.539238155,0.89001564,0.103333333,0.103333333,0.103333333,0.103333333,0.103333333
2012:04,0.1,0.1,0.09,0.08,0.11,0.220047108,0.360292451,0.689662143,0.825028672,1.159693326,0.103333333,0.086666667,0.066666667,0.013333333,0.023333333,0.220047108,0.406841745,0.578202492,0.702994517,1.009235139,0.115299187,0.337694916,0.496970344,0.560175555,0.822493087,0.086666667,0.086666667,0.086666667,0.086666667,0.086666667
2013:01,0.1,0.1,0.1,0.1,0.08,0.158120563,0.362744956,0.532836325,0.968803484,1.117374615,0.086666667,0.103333333,0.086666667,0.066666667,0.013333333,0.158120563,0.39321822,0.527661336,0.829741696,0.974348177,0.100469015,0.289746647,0.389622951,0.673902691,0.829149683,0.086666667,0.086666667,0.086666667,0.086666667,0.086666667
2013:02,0.1,0.1,0.11,0.11,0.1,0.168146157,0.277540695,0.525827802,0.738443756,1.260788684,0.086666667,0.086666667,0.103333333,0.086666667,0.066666667,0.168146157,0.336510295,0.52732613,0.763157138,1.073652084,0.094679075,0.257050773,0.440691663,0.601317016,0.933171744,0.05,0.05,0.05,0.05,0.05
2013:03,0.0503,0.1,0.1,0.11,0.14,0.140253434,0.282074833,0.414636149,0.724811908,0.952013047,0.05,0.086666667,0.086666667,0.103333333,0.086666667,0.140253434,0.260342475,0.51179079,0.746086967,0.998668161,0.058585147,0.246381718,0.414477025,0.562126669,0.850263405,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
2013:04,0.05,0.075,0.1,0.1,0.1199,0.13151412,0.291211564,0.42571356,0.590926766,0.922979593,0.033333333,0.05,0.086666667,0.086666667,0.103333333,0.13151412,0.260792947,0.501744128,0.659397215,0.972061677,0.087397994,0.182565334,0.426841683,0.483677928,0.807799586,0.063333333,0.063333333,0.063333333,0.063333333,0.063333333
2014:01,0.07,0.07,0.09,0.1,0.11,0.171900295,0.277127263,0.465802161,0.601630012,0.777967063,0.063333333,0.033333333,0.05,0.086666667,0.086666667,0.171900295,0.236929265,0.413920155,0.661263684,0.872156859,0.054991811,0.228701673,0.35567803,0.56160805,0.701992414,0.046666667,0.046666667,0.046666667,0.046666667,0.046666667
2014:02,0.05,0.08,0.08,0.1,0.1,0.136111452,0.321835727,0.450311364,0.671798785,0.782006241,0.046666667,0.063333333,0.033333333,0.05,0.086666667,0.136111452,0.301349992,0.397238029,0.550656977,0.876374712,0.05271412,0.194140262,0.356650448,0.46868827,0.763891624,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
2014:03,0.04,0.0523,0.095,0.1,0.115,0.129700357,0.285025879,0.499196655,0.653604288,0.895830776,0.033333333,0.046666667,0.063333333,0.033333333,0.05,0.129700357,0.261052431,0.471476027,0.579832784,0.813091892,0.048548573,0.177296383,0.370042808,0.502700179,0.642291577,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667
2014:04,0.04,0.05,0.07,0.1,0.1,0.121017589,0.270603919,0.454755935,0.699192487,0.87208924,0.026666667,0.033333333,0.046666667,0.063333333,0.033333333,0.121017589,0.227340972,0.402469286,0.630515602,0.785797246,0.049776383,0.152741973,0.345416439,0.503658408,0.654900534,0.023333333,0.023333333,0.023333333,0.023333333,0.023333333
2015:01,0.0491,0.05,0.0819,0.1,0.1152,0.119702901,0.263787251,0.435428174,0.649586,0.910189136,0.023333333,0.026666667,0.033333333,0.046666667,0.063333333,0.119702901,0.229212089,0.370595273,0.561017808,0.817236511,0.049992677,0.173652814,0.306127671,0.499324516,0.674509554,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667
2015:02,0.0327,0.1,0.11,0.2,0.15,0.130151635,0.262355399,0.428720493,0.62721469,0.859667562,0.026666667,0.023333333,0.026666667,0.033333333,0.046666667,0.130151635,0.227023885,0.368079257,0.504324804,0.704188869,0.024770704,0.169821177,0.294960635,0.439749214,0.626878462,0.02,0.02,0.02,0.02,0.02
2015:03,0.09,0.1617,0.3,0.306,0.41,0.119319362,0.275399978,0.424913912,0.620672354,0.832482176,0.02,0.026666667,0.023333333,0.026666667,0.033333333,0.119319362,0.236662851,0.375089354,0.527176237,0.679583865,0.057797325,0.076988354,0.318225863,0.436975818,0.600567861,0.04,0.04,0.04,0.04,0.04
2015:04,0.1,0.305,0.3825,0.5569,0.6144,0.153571656,0.261993839,0.436903304,0.612321869,0.827164221,0.04,0.02,0.026666667,0.023333333,0.026666667,0.153571656,0.225668342,0.379389379,0.522706979,0.702601591,0.076756084,0.133971163,0.284288553,0.44247828,0.624222681,0.123333333,0.123333333,0.123333333,0.123333333,0.123333333
2016:01,0.29,0.34,0.5275,0.6474,0.8367,0.257959888,0.299424086,0.416663739,0.621506064,0.811713626,0.123333333,0.04,0.02,0.026666667,0.023333333,0.257959888,0.281346992,0.362144749,0.543309337,0.666482984,0.304906599,0.244274843,0.326281052,0.386284913,0.585860802,0.286666667,0.286666667,0.286666667,0.286666667,0.286666667
