,SPFfor_Step1,SPFfor_Step2,SPFfor_Step3,SPFfor_Step4,SPFfor_Step5,IARfor_Step1,IARfor_Step2,IARfor_Step3,IARfor_Step4,IARfor_Step5,NCfor_Step1,NCfor_Step2,NCfor_Step3,NCfor_Step4,NCfor_Step5,DARfor_Step1,DARfor_Step2,DARfor_Step3,DARfor_Step4,DARfor_Step5,DARMfor_Step1,DARMfor_Step2,DARMfor_Step3,DARMfor_Step4,DARMfor_Step5,Realiz1,Realiz2,Realiz3,Realiz4,Realiz5
1993:03,6.9,6.9,6.9,7.1,6.9,6.931501816,6.710442806,6.947182085,7.543762739,7.677162627,6.966666667,7.033333333,7.333333333,7.6,7.5,6.931501816,6.696218591,6.930943954,7.519051088,7.598083886,6.852203319,6.977732909,6.775623268,6.878291306,8.07996526,6.733333333,6.733333333,6.733333333,6.733333333,6.8
1993:04,6.7,6.8,6.7,6.8,6.9,6.593375121,6.919027474,6.647328274,6.893412867,7.480412076,6.733333333,6.966666667,7.033333333,7.333333333,7.6,6.593375121,6.907091456,6.618854227,6.869400092,7.415999054,6.802584413,6.739405991,6.939862035,6.693215201,6.81157387,6.533333333,6.533333333,6.533333333,6.633333333,6.633333333
1994:01,6.7,6.6,6.7,6.6,6.7,6.428529671,6.523575479,6.922140292,6.627454477,6.864012547,6.533333333,6.733333333,6.966666667,7.033333333,7.333333333,6.428529671,6.528172601,6.89414637,6.598555546,6.830728012,6.713565718,6.866903159,6.65151722,6.920859691,6.673647291,6.566666667,6.566666667,6.6,6.633333333,6.566666667
1994:02,6.4,6.55,6.6,6.6,6.5,6.61961009,6.393995154,6.504459633,6.935273034,6.637594821,6.566666667,6.533333333,6.733333333,6.966666667,7.033333333,6.61961009,6.384140554,6.502890047,6.901249218,6.604400619,6.366904148,6.828053385,6.902482261,6.642221847,6.923963252,6.133333333,6.133333333,6.2,6.2,6.2
1994:03,6.1,6.4,6.4,6.5,6.5,5.896789485,6.682514678,6.408799361,6.520160582,6.95419168,6.133333333,6.566666667,6.533333333,6.733333333,6.966666667,5.896789485,6.679277061,6.402041852,6.525806051,6.916291029,6.042987259,6.296555507,6.868009589,6.927538442,6.668808348,6.033333333,5.966666667,5.966666667,6.033333333,6
1994:04,5.8,6,6.2,6.35,6.45,6.022819209,5.8055649,6.748329315,6.45593879,6.558122766,6.033333333,6.133333333,6.566666667,6.533333333,6.733333333,6.022819209,5.7929332,6.735991895,6.453933421,6.576377145,5.76342698,6.030987795,6.285327491,6.93156223,6.949720109,5.566666667,5.566666667,5.566666667,5.6,5.633333333
1995:01,5.5,5.8,6,6.1,6.3,5.368844161,6.072188665,5.816651142,6.812162114,6.522057816,5.566666667,6.033333333,6.133333333,6.566666667,6.533333333,5.368844161,6.071859567,5.788787505,6.802126792,6.525192102,5.630831009,5.605066944,6.087827237,6.245776284,6.97398899,5.533333333,5.533333333,5.533333333,5.5,5.466666667
1995:02,5.6,5.4,5.8,6,6.1,5.585020929,5.319179063,6.15833753,5.895255921,6.870858051,5.533333333,5.566666667,6.033333333,6.133333333,6.566666667,5.585020929,5.320512509,6.169033203,5.887753372,6.853130254,5.853289347,5.656741,5.632209236,6.155920859,6.328413403,5.7,5.7,5.633333333,5.633333333,5.666666667
1995:03,5.7,5.6,5.4,5.8,5.95,5.850549787,5.690511708,5.372773182,6.263814984,6.014147108,5.7,5.533333333,5.566666667,6.033333333,6.133333333,5.850549787,5.692913128,5.40005782,6.291208532,6.039268794,5.625628199,6.08305868,5.94721929,5.74403754,6.230415251,5.633333333,5.633333333,5.7,5.7,5.666666667
1995:04,5.6,5.7,5.6,5.4,5.7,5.653953006,5.983467197,5.826019762,5.493417952,6.375933855,5.633333333,5.7,5.533333333,5.566666667,6.033333333,5.653953006,6.032933102,5.849678757,5.568564645,6.412524075,5.454516966,5.75210433,6.178035329,6.130881651,5.933468645,5.566666667,5.566666667,5.566666667,5.6,5.566666667
1996:01,5.75,5.65,5.7,5.6,5.5,5.575490876,5.715014677,6.098684788,5.974029677,5.652816899,5.566666667,5.633333333,5.7,5.533333333,5.566666667,5.575490876,5.694599187,6.209983192,6.039273442,5.78185187,5.886702294,5.448202438,5.859932651,6.362821046,6.386797062,5.633333333,5.633333333,5.566666667,5.566666667,5.533333333
1996:02,5.5,5.75,5.7,5.7,5.6,5.729409223,5.635975659,5.803290025,6.197045908,6.122175256,5.633333333,5.566666667,5.633333333,5.7,5.533333333,5.729409223,5.635027463,5.809918717,6.377500708,6.22922734,5.394225738,6.066484838,5.496590417,5.89291035,6.469685363,5.433333333,5.433333333,5.433333333,5.433333333,5.5
1996:03,5.4,5.5,5.8,5.65,5.8,5.394496065,5.859847072,5.729363854,5.906414006,6.279922456,5.433333333,5.633333333,5.566666667,5.633333333,5.7,5.394496065,5.866589224,5.736620806,5.949693025,6.52409115,5.363885169,5.272604482,6.212117716,5.561252328,6.071188367,5.233333333,5.266666667,5.3,5.266666667,5.266666667
1996:04,5.2,5.4,5.6,5.8,5.65,5.149856912,5.407310482,6.008518906,5.841240515,6.015111301,5.233333333,5.433333333,5.633333333,5.566666667,5.633333333,5.149856912,5.34690276,6.003742843,5.880328977,6.109749143,5.155887682,5.402777905,5.222618809,6.44309877,5.684421335,5.266666667,5.266666667,5.333333333,5.333333333,5.333333333
1997:01,5.3,5.3,5.4,5.6,5.725,5.317558755,5.15187763,5.47750104,6.165528375,5.960833527,5.266666667,5.233333333,5.433333333,5.633333333,5.566666667,5.317558755,5.151122962,5.429309415,6.107744866,6.031586664,5.40320637,5.093859237,5.588456415,5.183140463,6.598835595,5.3,5.3,5.266666667,5.233333333,5.233333333
1997:02,5,5.3,5.4,5.5,5.6,5.370080713,5.401588565,5.21392882,5.586713072,6.321792651,5.3,5.266666667,5.233333333,5.433333333,5.633333333,5.370080713,5.419441813,5.247482405,5.566560171,6.25552658,4.909245239,5.574719623,5.139355533,5.882680435,5.314588956,4.9,4.9,4.933333333,4.966666667,5
1997:03,4.8,5.1,5.3,5.4,5.6,4.696696373,5.461806279,5.504756594,5.315540529,5.723031284,4.9,5.3,5.266666667,5.233333333,5.433333333,4.696696373,5.479016282,5.556122336,5.405413232,5.739861773,4.730253035,4.785870518,5.805498098,5.170323899,5.997704703,4.866666667,4.9,4.9,4.833333333,4.866666667
1997:04,4.8,4.9,5.1,5.35,5.4,4.909581346,4.627392249,5.563828784,5.616359144,5.440630254,4.866666667,4.9,5.3,5.266666667,5.233333333,4.909581346,4.594970734,5.612446663,5.718966025,5.58551111,4.707949316,4.591702982,4.531200481,5.987507336,5.254569234,4.7,4.7,4.666666667,4.666666667,4.666666667
1998:01,4.7,4.8,5,5.2,5.3,4.688184833,4.994573537,4.646063073,5.667911554,5.728509451,4.7,4.866666667,4.9,5.3,5.266666667,4.688184833,4.980122738,4.596137032,5.757511638,5.867513897,4.672734561,4.68742553,4.53411822,4.507488572,6.214348922,4.666666667,4.666666667,4.633333333,4.666666667,4.633333333
1998:02,4.5,4.7,4.85,5,5.25,4.714107967,4.771919424,5.099289707,4.719420535,5.768339309,4.666666667,4.7,4.866666667,4.9,5.3,4.714107967,4.711810715,5.110556389,4.724819803,5.906640818,4.32966353,4.712861863,4.66907322,4.882391902,4.802160459,4.366666667,4.366666667,4.4,4.4,4.4
1998:03,4.5,4.6,4.7,4.9,5,4.265061047,4.807911257,4.897169557,5.209551663,4.823816191,4.366666667,4.666666667,4.7,4.866666667,4.9,4.265061047,4.842830044,4.773138326,5.2698138,4.942709303,4.410765672,4.22676042,4.795576914,4.848668275,5.415995922,4.533333333,4.5,4.5,4.5,4.533333333
1998:04,4.6,4.5,4.7,4.8,4.9,4.664263922,4.290388589,4.924560945,5.033526046,5.316763781,4.533333333,4.366666667,4.666666667,4.7,4.866666667,4.664263922,4.296776562,4.973925604,4.888192562,5.437689247,4.661957382,4.455224062,4.271348439,4.887370146,5.070440143,4.4,4.4,4.433333333,4.433333333,4.433333333
1999:01,4.4,4.7,4.6,4.7,4.9,4.386118611,4.801421106,4.391572123,5.048487334,5.164831424,4.4,4.533333333,4.366666667,4.666666667,4.7,4.386118611,4.759013304,4.512229475,5.079340449,5.026418826,4.287255329,4.758603474,4.62565103,4.338622701,4.944639912,4.3,4.3,4.3,4.3,4.3
1999:02,4.3,4.4,4.7,4.7,4.8,4.25875647,4.398254852,4.93312276,4.53298572,5.169825523,4.3,4.4,4.533333333,4.366666667,4.666666667,4.25875647,4.375600993,4.99928829,4.642219689,5.201966453,4.268077138,4.2897643,4.964658264,4.901638601,4.486496377,4.266666667,4.266666667,4.266666667,4.3,4.266666667
1999:03,4.3,4.3,4.5,4.8,4.7,4.261625186,4.250075281,4.430886169,5.056108597,4.690532324,4.266666667,4.3,4.4,4.533333333,4.366666667,4.261625186,4.251176742,4.593472548,5.113189888,4.761667307,4.317750193,4.280008097,4.382722436,5.102299685,5.250342881,4.233333333,4.233333333,4.233333333,4.233333333,4.233333333
1999:04,4.1,4.3,4.3,4.5,4.9,4.238887809,4.27182972,4.259169208,4.475331888,5.1682075,4.233333333,4.266666667,4.3,4.4,4.533333333,4.238887809,4.235287241,4.379911267,4.69840158,5.275153282,4.133393081,4.334527321,4.389238037,4.374871241,5.331696269,4.1,4.1,4.1,4.1,4.066666667
2000:01,4,4.2,4.4,4.4,4.6,4.070291294,4.267364142,4.290008904,4.277702096,4.526408244,4.1,4.233333333,4.266666667,4.3,4.4,4.070291294,4.310206634,4.32735279,4.419332991,4.991320132,4.002379607,4.133376688,4.38447086,4.498414513,4.544884384,4.066666667,4.066666667,4.033333333,4.033333333,4.033333333
2000:02,3.9,4,4.2,4.4,4.5,4.068064856,4.088758131,4.308684311,4.312119661,4.30098562,4.066666667,4.1,4.233333333,4.266666667,4.3,4.068064856,4.100436424,4.29163818,4.439611935,4.595526773,3.93981687,3.990994751,4.130916366,4.439639391,4.612812559,4,4,4.033333333,4,3.933333333
2000:03,4,4,4,4.2,4.4,3.982395743,4.089997001,4.115269021,4.356529883,4.335923307,4,4.066666667,4.1,4.233333333,4.266666667,3.982395743,4.078937423,4.091403247,4.350872669,4.587745028,4.010039605,3.886452919,3.964075002,4.119419686,4.551183828,4,4,4.066666667,4.066666667,4
2000:04,4,4,4,4.2,4.25,4.021396371,3.994363569,4.123586125,4.166974823,4.406979929,4,4,4.066666667,4.1,4.233333333,4.021396371,4.034528242,4.177615223,4.120347597,4.481009563,3.916733853,4.047575135,3.890272625,3.98081517,4.195119658,3.966666667,3.966666667,3.966666667,3.933333333,3.9
2001:01,4.2,4.1,4.1,4,4.25,3.9637804,4.055083331,4.023602699,4.163308981,4.23922625,3.966666667,4,4,4.066666667,4.1,3.9637804,4.07451229,4.083347716,4.224704721,4.198134803,4.168523682,3.984951407,4.070760679,3.854054851,4.045580146,4.233333333,4.233333333,4.233333333,4.166666667,4.233333333
2001:02,4.5,4.4,4.2,4.2,4.2,4.429588933,3.979223231,4.095334971,4.062383941,4.205754629,4.233333333,3.966666667,4,4,4.066666667,4.429588933,4.022101331,4.204510464,4.171991801,4.268347581,4.579456875,4.277527614,4.111106231,4.166719701,3.926847142,4.466666667,4.466666667,4.5,4.466666667,4.4
2001:03,4.7,4.7,4.5,4.2,4.2,4.639532345,4.576071278,4.005352597,4.138577663,4.10588276,4.466666667,4.233333333,3.966666667,4,4,4.639532345,4.525403297,4.160478947,4.294914924,4.25438466,4.619258161,4.735230898,4.416237342,4.145385121,4.261225536,4.766666667,4.833333333,4.833333333,4.833333333,4.833333333
2001:04,5.6,4.9,4.8,4.5,4.245,4.985226919,4.768409387,4.687127719,4.037366147,4.182606658,4.766666667,4.466666667,4.233333333,3.966666667,4,4.985226919,4.887409508,4.702784352,4.278583844,4.380969139,5.446636605,4.802321125,4.957404591,4.576542294,4.256195277,5.6,5.6,5.6,5.566666667,5.5
2002:01,5.8,5.9,5,4.8,4.5,6.075875646,5.142921184,4.865173069,4.772758154,4.072263047,5.6,4.766666667,4.466666667,4.233333333,3.966666667,6.075875646,5.218135023,4.974675213,4.843826302,4.316272155,5.862224516,5.944172032,4.950974719,5.134112217,4.707304821,5.6,5.6,5.633333333,5.666666667,5.7
2002:02,5.9,6,6,4.9,4.8,5.811128845,6.521695797,5.255315176,4.938396017,4.839955251,5.6,5.6,4.766666667,4.466666667,4.233333333,5.811128845,6.516870549,5.517772004,5.154367516,4.990286325,6.156040086,6.226479129,6.303342783,5.160347002,5.300431576,5.9,5.9,5.833333333,5.833333333,5.833333333
2002:03,6,5.9,6,6.05,4.9,6.234618436,6.12268293,6.990867585,5.33416049,4.994279668,5.9,5.6,5.6,4.766666667,4.466666667,6.234618436,6.059442623,6.856801314,5.702773058,5.438846386,5.957014129,6.538029841,6.514635988,6.588419149,5.333382025,5.733333333,5.766666667,5.733333333,5.733333333,5.733333333
2002:04,5.8,6,5.75,5.9,5.9,5.767948664,6.334754345,6.189832504,7.296845992,5.388307355,5.733333333,5.9,5.6,5.6,4.766666667,5.767948664,6.101028665,6.085563389,6.974503005,5.736752624,5.621325146,6.033885699,6.7087712,6.558856087,6.723170769,5.9,5.9,5.866666667,5.866666667,5.866666667
2003:01,6,5.9,5.8,5.6,5.7,5.920267022,5.717214067,6.748674381,6.56677202,7.678696751,5.9,5.733333333,5.9,5.6,5.6,5.920267022,5.725336896,6.728795758,6.405713179,7.222260918,5.729798238,5.554498288,6.456739464,7.079557037,6.853478565,5.766666667,5.766666667,5.833333333,5.833333333,5.866666667
2003:02,6,6,5.8,5.7,5.56,5.747817551,5.954649901,5.705498282,6.88634276,6.716756887,5.766666667,5.9,5.733333333,5.9,5.6,5.747817551,5.948880575,5.684901398,6.807539643,6.552289406,5.988662594,5.710521822,6.196292369,6.400045938,7.040190144,6.166666667,6.166666667,6.133333333,6.133333333,6.133333333
2003:03,6.2,6,5.9,5.6,5.6,6.236725939,5.690360022,5.959248282,5.679798408,6.987860244,6.166666667,5.766666667,5.9,5.733333333,5.9,6.236725939,5.698397336,6.079925346,5.768053108,6.984911032,6.272818536,5.955143902,5.622318677,6.410042785,6.006707284,6.133333333,6.133333333,6.133333333,6.133333333,6.133333333
2003:04,6,6.1,5.9,5.7,5.55,6.246905649,6.377189504,5.656646044,5.956081533,5.66330962,6.133333333,6.166666667,5.766666667,5.9,5.733333333,6.246905649,6.389143467,5.669428722,6.05016464,5.677176019,6.027393447,6.458498166,5.981552565,5.497167985,5.760065114,5.866666667,5.866666667,5.866666667,5.866666667,5.833333333
2004:01,5.7,5.9,6,5.8,5.6,5.742861807,6.244808387,6.420436922,5.621566493,5.941099387,5.866666667,6.133333333,6.166666667,5.766666667,5.9,5.742861807,6.245608815,6.399792323,5.671078987,5.984697876,5.510208678,5.908465912,6.199779838,6.070207469,5.552099157,5.633333333,5.633333333,5.666666667,5.666666667,5.7
2004:02,5.6,5.63,5.8,5.9,5.7,5.464948285,5.616053023,6.258752644,6.453289231,5.595059715,5.633333333,5.866666667,6.133333333,6.166666667,5.766666667,5.464948285,5.640898317,6.250022848,6.399978912,5.713057849,5.548696365,5.329304677,5.821856048,6.127670837,6.179598822,5.6,5.6,5.566666667,5.566666667,5.6
2004:03,5.5,5.5,5.55,5.75,5.8,5.528405405,5.340476492,5.530416964,6.235066701,6.447384085,5.6,5.633333333,5.866666667,6.133333333,6.166666667,5.528405405,5.337520217,5.544242873,6.28785814,6.361061668,5.46088721,5.526705889,5.262467153,5.901054032,6.103451576,5.433333333,5.433333333,5.433333333,5.433333333,5.433333333
2004:04,5.4,5.4805,5.4045,5.475,5.6,5.361289976,5.492982561,5.256882736,5.465100445,6.206122639,5.433333333,5.6,5.633333333,5.866666667,6.133333333,5.361289976,5.481525885,5.23291575,5.674817386,6.301421148,5.479353299,5.506202799,5.468839415,5.252047465,5.971707277,5.433333333,5.433333333,5.4,5.4,5.433333333
2005:01,5.3,5.3085,5.3835,5.4,5.4,5.409576026,5.297983442,5.465038537,5.205615854,5.421773327,5.433333333,5.433333333,5.6,5.633333333,5.866666667,5.409576026,5.283647905,5.560313191,5.143422946,5.597639908,5.169023263,5.396423898,5.337582333,5.388078963,5.147257212,5.266666667,5.266666667,5.233333333,5.266666667,5.3
2005:02,5.2,5.2,5.2835,5.2835,5.3,5.201882116,5.404569356,5.265401806,5.450373363,5.180743291,5.266666667,5.433333333,5.433333333,5.6,5.633333333,5.201882116,5.286346966,5.183607793,5.268269,5.052957045,5.157512549,4.994111543,5.293699256,5.22936352,5.094557252,5.1,5.1,5.066666667,5.066666667,5.1
2005:03,5,5.2,5.2,5.2,5.2,5.003408437,5.150691449,5.403311598,5.249339484,5.443786037,5.1,5.266666667,5.433333333,5.433333333,5.6,5.003408437,5.084155065,5.248348542,5.091746413,5.253117491,4.948580927,5.081962895,4.911556491,5.258998981,5.219362394,5,5,5,5,4.966666667
2005:04,5,5,5.1,5.113,5.2,4.931693504,4.944360272,5.130504339,5.40785339,5.248715046,5,5.1,5.266666667,5.433333333,5.433333333,4.931693504,4.921963752,5.04175943,5.288537902,5.170780385,5.034179767,4.87158061,5.016139961,4.834687385,5.330769734,4.933333333,4.933333333,4.966666667,4.933333333,4.966666667
2006:01,4.8,5,4.912,5.1,5.1,4.902267926,4.89609277,4.920591451,5.128587543,5.415656983,4.933333333,5,5.1,5.266666667,5.433333333,4.902267926,4.904574253,4.905290213,5.079662797,5.333006771,4.686273086,4.948591305,4.848464795,5.068912632,4.833053028,4.733333333,4.733333333,4.733333333,4.7,4.733333333
2006:02,4.7,4.8,4.9,4.9,5.1,4.653286751,4.887784026,4.884295724,4.922549586,5.142024276,4.733333333,4.933333333,5,5.1,5.266666667,4.653286751,4.89169624,4.897999453,4.925883877,5.10467239,4.689252272,4.634840506,4.918307517,4.866162469,5.224884537,4.633333333,4.633333333,4.633333333,4.666666667,4.633333333
2006:03,4.7,4.7,4.8,4.9,4.9,4.565975074,4.593193363,4.889723639,4.891384489,4.944070423,4.633333333,4.733333333,4.933333333,5,5.1,4.565975074,4.602029669,4.910792777,4.898654988,4.891392539,4.788846775,4.655247092,4.518413693,4.848784727,4.869776442,4.7,4.7,4.633333333,4.633333333,4.633333333
2006:04,4.5333,4.8,4.79,4.809,5,4.722158376,4.537463428,4.571479212,4.902645232,4.912245273,4.7,4.633333333,4.733333333,4.933333333,5,4.722158376,4.527551322,4.568973371,4.947651768,4.904741498,4.367788491,4.816665284,4.557323386,4.46128094,4.783860138,4.466666667,4.466666667,4.433333333,4.433333333,4.433333333
2007:01,4.6,4.7,4.8,4.8,4.9,4.415685224,4.765384512,4.533049879,4.570527425,4.923700144,4.466666667,4.7,4.633333333,4.733333333,4.933333333,4.415685224,4.749222579,4.514263259,4.59817932,4.98444376,4.597219599,4.368031335,4.840951862,4.610960658,4.622475676,4.5,4.5,4.5,4.5,4.5
2007:02,4.5736,4.7,4.8,4.89,4.8223,4.478113008,4.369388398,4.804492926,4.547291368,4.586746965,4.5,4.466666667,4.7,4.633333333,4.733333333,4.478113008,4.405881967,4.780615418,4.523849346,4.661458953,4.466564056,4.632252182,4.387590765,4.928474752,4.800015951,4.5,4.5,4.533333333,4.533333333,4.5
2007:03,4.6,4.6493,4.7,4.8,4.9,4.535905927,4.506194662,4.367404343,4.845281101,4.573831338,4.5,4.5,4.466666667,4.7,4.633333333,4.535905927,4.488129763,4.401286517,4.817380354,4.567752672,4.607043431,4.493478209,4.553065317,4.309567477,4.969145179,4.633333333,4.7,4.7,4.633333333,4.666666667
2007:04,4.7,4.7,4.7,4.8,4.9,4.693964028,4.572150792,4.535084444,4.383279643,4.883977019,4.633333333,4.5,4.5,4.466666667,4.7,4.693964028,4.579275122,4.519436678,4.463888328,4.897749551,4.735165537,4.666064678,4.557843329,4.611268491,4.389423021,4.833333333,4.833333333,4.8,4.8,4.8
2008:01,5,4.8,4.7,4.8,4.8,4.927740102,4.760970758,4.614653684,4.575095655,4.414992048,4.833333333,4.633333333,4.5,4.5,4.466666667,4.927740102,4.75592902,4.612000124,4.50745865,4.532370609,4.982717147,4.783156457,4.777938279,4.710759727,4.678550032,4.933333333,4.933333333,4.933333333,4.966666667,5
2008:02,5.1333,5.1,4.9,4.7,4.8,5.003070715,4.995850445,4.807940217,4.656308815,4.616661301,4.933333333,4.833333333,4.633333333,4.5,4.5,5.003070715,5.005959048,4.819200867,4.680131507,4.515629222,5.067350071,5.010547893,4.846159749,4.851562789,4.573725228,5.333333333,5.333333333,5.366666667,5.3,5.333333333
2008:03,5.7,5.4,5.2,4.96,4.7071,5.473937518,5.05074213,5.04177873,4.84737736,4.696479623,5.333333333,4.933333333,4.833333333,4.633333333,4.5,5.473937518,5.06630575,5.053903101,4.875164884,4.754315449,5.685092685,5.074622985,5.002384745,4.938694117,4.906828497,5.966666667,6.066666667,6.033333333,6.033333333,6
2008:04,6.6,5.8,5.5,5.24,5,6.297817497,5.608883731,5.081008778,5.071376987,4.877161575,5.966666667,5.333333333,4.933333333,4.833333333,4.633333333,6.297817497,5.584842432,5.099518074,5.109581775,4.928301681,6.52861304,5.814582316,5.07114151,5.066685037,4.931556129,6.866666667,6.866666667,6.966666667,6.9,6.866666667
2009:01,7.8,7,6,5.5,5.2,7.439064161,6.540648895,5.655251124,5.098466321,5.088507451,6.866666667,5.966666667,5.333333333,4.933333333,4.833333333,7.439064161,6.45531234,5.656762795,5.126550378,5.17404313,7.775922773,6.704159772,5.932683892,5.111694842,5.046985219,8.066666667,8.066666667,8.166666667,8.2,8.266666667
2009:02,9.1,8.3,7.4,6,5.5,9.05792191,7.884707015,6.646688437,5.667933393,5.106503051,8.066666667,6.866666667,5.966666667,5.333333333,4.933333333,9.05792191,7.724620316,6.534277121,5.626156334,5.2384456,9.221699104,8.266220995,6.875736462,5.968771558,5.006158588,9.266666667,9.266666667,9.266666667,9.266666667,9.3
2009:03,9.602,9.561,8.71,7.6,6.0469,10.48541941,10.03992341,8.162508986,6.662895717,5.642695862,9.266666667,8.066666667,6.866666667,5.966666667,5.333333333,10.48541941,9.66549896,7.656055519,6.397061962,5.635230083,9.533485508,10.0720856,8.344001919,6.932905539,6.101628186,9.633333333,9.633333333,9.666666667,9.633333333,9.633333333
2009:04,10.1671,9.9,9.8,8.9,7.7,9.920335293,11.68795832,10.88159143,8.292060314,6.602301049,9.633333333,9.266666667,8.066666667,6.866666667,5.966666667,9.920335293,11.50835668,9.591874759,7.540106381,6.332821782,10.35619725,10.31615599,10.30105955,8.258686572,7.016900221,10.03333333,10.03333333,9.966666667,9.933333333,9.933333333
2010:01,9.9,10.2,9.9469,9.8,8.95,10.13544616,9.900979851,12.85876711,11.59087889,8.279935139,10.03333333,9.633333333,9.266666667,8.066666667,6.866666667,10.13544616,10.51520734,11.65875105,9.040973649,7.391601996,9.639411164,10.38677909,10.4621969,9.583149291,8.015034167,9.7,9.7,9.7,9.766666667,9.833333333
2010:02,9.8,9.9265,10.1,9.845,9.7,9.17423225,10.03988755,9.652235605,13.97422519,12.12344003,9.7,10.03333333,9.633333333,9.266666667,8.066666667,9.17423225,9.92900072,10.64456009,10.98887542,8.728313327,9.722681798,9.374756904,10.7419313,9.70060106,9.306549223,9.7,9.7,9.633333333,9.633333333,9.633333333
2010:03,9.6,9.6,9.8176,9.9781,9.6,9.1902142,8.309119595,9.736399623,9.179806839,15.01362574,9.7,9.7,10.03333333,9.633333333,9.266666667,9.1902142,8.569820363,10.01527999,10.14001947,10.05027664,9.32179337,9.071113237,8.699483934,10.4669579,8.527711434,9.566666667,9.566666667,9.533333333,9.5,9.466666667
2010:04,9.6,9.6,9.5,9.6667,9.8,9.248990109,8.58245938,7.227533519,9.257604058,8.524890781,9.566666667,9.7,9.7,10.03333333,9.633333333,9.248990109,8.571271262,7.59844872,9.808184994,9.338138332,9.499176038,8.836086261,8.730798566,8.204130254,9.475196151,9.633333333,9.633333333,9.566666667,9.533333333,9.5
2011:01,9.28,9.5163,9.4,9.3,9.4002,9.601569164,8.79444387,7.739124492,5.984269174,8.633174486,9.633333333,9.566666667,9.7,9.7,10.03333333,9.601569164,8.724718627,8.000450917,7.529649366,9.15577865,8.813352257,9.087994202,7.959719489,7.996973708,7.558030998,8.9,8.9,9,9,9.033333333
2011:02,8.8667,9.2,9.4,9.3,9.1287,8.252404126,9.541351286,8.222309355,6.786949382,4.676678013,8.9,9.633333333,9.566666667,9.7,9.7,8.252404126,9.210670657,7.963845999,7.580119031,6.971941758,8.77183637,8.290840858,8.408995974,7.299197059,7.45255099,9.1,9.1,9.033333333,9.033333333,9.066666667
2011:03,9.1,8.6766,9,9.2443,9,8.76569148,7.463244199,9.410383584,7.566987142,5.745013866,9.1,8.9,9.633333333,9.566666667,9.7,8.76569148,6.983503245,9.004346403,6.956913934,6.584700226,9.137948406,7.452720197,6.849333291,7.572377516,6.29809142,9.1,9.066666667,9,9,9
2011:04,9.0064,8.961,8.5,8.8,9.0048,9.064452901,8.569055485,6.656383818,9.244485269,6.860446775,9.1,9.1,8.9,9.633333333,9.566666667,9.064452901,8.252161682,6.79216367,8.134020235,6.209763798,8.976042923,9.028510982,6.770993342,6.549067675,6.776499416,8.7,8.7,8.666666667,8.633333333,8.633333333
2012:01,8.4,8.9333,8.8,8.4,8.7,8.351873553,8.954151893,8.235000153,5.844824627,9.043730059,8.7,9.1,9.1,8.9,9.633333333,8.351873553,8.941295064,8.940134828,6.027224077,6.511066891,8.14547377,8.831422489,8.236205396,7.220827171,5.14567246,8.266666667,8.266666667,8.266666667,8.233333333,8.266666667
2012:02,8.1,8.3,8.8917,8.7,8.2,7.873807018,8.027482589,8.799685484,7.90725722,5.073401673,8.266666667,8.7,9.1,9.1,8.9,7.873807018,8.028258806,8.535729265,8.662616491,4.677478076,7.980824849,7.73496432,8.541382802,8.537982639,6.058508828,8.166666667,8.166666667,8.166666667,8.2,8.2
2012:03,8.2,8,8.2,8.795,8.5656,8.049277374,7.523436754,7.730040898,8.606448724,7.54305665,8.166666667,8.266666667,8.7,9.1,9.1,8.049277374,7.478385882,7.693059058,8.293462091,8.220908284,8.298598539,7.569581864,7.281514098,8.074311308,8.133388612,8.066666667,8.033333333,8.033333333,8,8.033333333
2012:04,7.9,8.1,7.9208,8.1,8.7,7.952790296,7.92237072,7.215794395,7.461188894,8.387309191,8.066666667,8.166666667,8.266666667,8.7,9.1,7.952790296,7.867237574,7.165518205,7.13913305,7.909144649,7.840131477,8.213273412,7.296745614,6.848238461,7.982212083,7.833333333,7.833333333,7.833333333,7.8,7.8
2013:01,7.8019,7.9,8,7.851,8,7.648167997,7.831846977,7.791926778,6.949767482,7.221343496,7.833333333,8.066666667,8.166666667,8.266666667,8.7,7.648167997,7.813307467,7.658688435,6.872727024,6.820422283,7.866119021,7.779497166,8.126228675,7.004817156,6.270478049,7.733333333,7.733333333,7.7,7.733333333,7.733333333
2013:02,7.6,7.71,7.8,7.9,7.7467,7.627092712,7.47915897,7.708972434,7.662389908,6.72325573,7.733333333,7.833333333,8.066666667,8.166666667,8.266666667,7.627092712,7.455841431,7.611732997,7.502851961,6.352908579,7.433936401,7.763667326,7.541463121,7.958968907,6.628645887,7.566666667,7.566666667,7.5,7.533333333,7.533333333
2013:03,7.4099,7.5,7.6303,7.7644,7.8,7.41628726,7.519158097,7.326821307,7.587950026,7.536968802,7.566666667,7.733333333,7.833333333,8.066666667,8.166666667,7.41628726,7.499702551,7.269211741,7.400534825,7.327610776,7.321319535,7.25952686,7.674335782,7.402711609,7.863876687,7.3,7.233333333,7.233333333,7.3,7.233333333
2013:04,7.2,7.3,7.4,7.5455,7.6201,7.074876805,7.282271558,7.412913593,7.191062033,7.471480086,7.3,7.566666667,7.733333333,7.833333333,8.066666667,7.074876805,7.263373504,7.364829161,7.046344745,7.258917227,7.25219263,7.088640895,7.018444602,7.54873978,7.248672803,6.966666667,6.966666667,6.966666667,6.933333333,6.933333333
